card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP20-001,絶命の顕現・エズディア,エルフ,フォロワー,絶傑・狩人,4,3,5,ファンファーレ
BP20-002,不殺の継承者・クルル,エルフ,フォロワー,絶傑・継承者・狩人,3,3,3,進化
BP20-003,不殺の継承者・クルル,エルフ,フォロワー・エボルヴ,絶傑・継承者・狩人,-,4,4,【進化時】相手の場のフォロワー1体を選ぶ。それは 攻撃力
BP20-004,安らぎの女神・プルメリア,エルフ,フォロワー,植物族,1,1,1,ターンごとに1回、自分の場の元のコスト5以下の植物族・フォロワーが進化したとき、それは【疾走】を持つ。 ファンファーレ
BP20-005,エレガンスシルフィード,エルフ,フォロワー,精霊,2,2,2,進化
BP20-006,エレガンスシルフィード,エルフ,フォロワー・エボルヴ,精霊,-,3,3,自分が精霊・カードをプレイしたとき、自分のリーダーは 体力
BP20-007,不殺の団結者,エルフ,フォロワー,絶傑・狩人,4,3,3,【守護】 ファンファーレ
BP20-008,駆逐の死矢,エルフ,スペル,絶傑・狩人,2,-,-,相手の場のフォロワー2体まで選ぶ。それに2ダメージ。自分の墓場の狩人・カードが6枚以上なら、代わりに3ダメージ。相手のリーダーすべてに2ダメージ。
BP20-009,不殺の祈祷者,エルフ,フォロワー,絶傑・狩人,1,1,1,進化
BP20-010,不殺の祈祷者,エルフ,フォロワー・エボルヴ,絶傑・狩人,-,2,2,【進化時】相手の場に体力1のフォロワーがいるなら、自分のリーダーは 体力
BP20-011,樹海の戦士,エルフ,フォロワー,狩人,4,4,4,ファンファーレ
BP20-012,不殺の里,エルフ,アミュレット,絶傑・狩人,1,-,-,ファンファーレ
BP20-013,妖精剣の担い手,エルフ,フォロワー,エルフ族・精霊,2,2,2,進化
BP20-014,妖精剣の担い手,エルフ,フォロワー・エボルヴ,エルフ族・精霊,-,3,3,自分の場に妖精・トークン・フォロワーが出たとき、それは 攻撃力
BP20-015,不殺の肯定者,エルフ,フォロワー,絶傑・狩人,2,2,3,ファンファーレ
BP20-016,眺望のエルフ,エルフ,フォロワー,エルフ族,2,2,3,ファンファーレ
BP20-017,キューティーキャット,エルフ,フォロワー,獣,5,4,4,【疾走】 【攻撃時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。
