card_code,name,class,card_type,sub_type,cost,attack,hp,effect
CP03-001,蒼嵐竜 メイルストローム,エルフ,フォロワー,ヴァンガード・アクアフォース,3,3,3,"【進化】【コスト4】：これは『蒼嵐覇竜 グローリー・メイルストローム』に進化する。
【疾走】【ツインドライブ】
【攻撃時】このターン、4回目の自分の場のアクアフォース・フォロワーの攻撃なら、これは『蒼嵐覇竜 グローリー・メイルストローム』に進化する。"
CP03-002,蒼嵐覇竜 グローリー・メイルストローム,エルフ,フォロワー・エボルヴ,ヴァンガード・アクアフォース,-,4,4,"【疾走】【ツインドライブ】
これが相手のリーダーにダメージを与えたとき、相手の場のフォロワー1体を選ぶ。それを破壊する。2枚引く。"
CP03-003,ストームライダー ディアマンテス,エルフ,フォロワー,ヴァンガード・アクアフォース,3,3,2,"【突進】
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それをアクトする。
【ラストワード】自分のターン中なら、自分のデッキの上5枚を見る。その中から、元のコスト1のアクアフォース・フォロワー2枚まで場に出してよい。残りを好きな順にデッキの下に置く。"
CP03-004,ストームライダー バシル,エルフ,フォロワー,ヴァンガード・アクアフォース,3,2,2,"【疾走】
【ファンファーレ】元のコスト1の場のアクアフォース・フォロワー1体を手札に戻す：自分の手札の元のコスト3以下のアクアフォース・フォロワー1枚を場に出してよい。"
CP03-005,潮騒の水将 アルゴス,エルフ,フォロワー,ヴァンガード・アクアフォース,2,1,3,"【進化】【コスト1】：これは『ネイブルゲイザー・ドラゴン』に進化する。
自分の場のアクアフォース・フォロワーが攻撃したとき、このターン、3回目の自分の場のアクアフォース・フォロワーの攻撃なら、自分のリーダーは【体力】+2する。1枚引く。"
CP03-006,ネイブルゲイザー・ドラゴン,エルフ,フォロワー・エボルヴ,ヴァンガード・アクアフォース,-,2,4,"【ツインドライブ】
自分の場のアクアフォース・フォロワーが攻撃したとき、このターン、3回目の自分の場のアクアフォース・フォロワーの攻撃なら、自分のリーダーは【体力】+2する。1枚引く。
【進化時】自分の手札の元のコスト1のアクアフォース・フォロワー1枚を場に出してよい。"
CP03-007,ハイドロハリケーン・ドラゴン,エルフ,フォロワー,ヴァンガード・アクアフォース,8,5,5,"これをプレイする際、このターン、自分の場のアクアフォース・フォロワーが3回以上攻撃していたなら、コストを-6する。
【ツインドライブ】
【ファンファーレ】相手の場のフォロワー2体まで選ぶ。それを破壊する。これによって破壊した相手の場のフォロワー1体につき、相手のリーダーすべてに1ダメージ。"
CP03-008,波状螺旋の水将 ベネディクト,エルフ,フォロワー,ヴァンガード・アクアフォース,3,3,3,"【憑依】【コスト1】：これはドライブを持つ。
【ドライブ獲得時】これは【攻撃力】+1/【体力】+1する。自分のデッキから元のコスト1のアクアフォース・フォロワーをカード名が異なるように2枚まで探し、手札に加える。"
CP03-009,ティアーナイト ヴァレリア,エルフ,フォロワー,ヴァンガード・アクアフォース,1,1,1,"【憑依】【コスト1】：これはドライブを持つ。
【ドライブ獲得時】これは【攻撃力】+1/【体力】+1して、【疾走】と「【攻撃時】相手の場のフォロワー1体を選ぶ。このターン、3回目の自分の場のアクアフォース・フォロワーの攻撃なら、それに2ダメージ」を持つ。"
CP03-010,ティアーナイト ラザロス,エルフ,フォロワー,ヴァンガード・アクアフォース,2,3,2,これは「相手の能力ダメージ」を受けない。
