card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP12-001,アウェイキングガイア,エルフ,フォロワー,自然・植物族,11,5,5,"これをプレイする際、自分の墓場の自然・カード5枚につき、コストを-5する。
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それを破壊する。"
BP12-002,森を彩る者・エルフクイーン,エルフ,フォロワー,エルフ族,2,1,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】【コンボ_3】1枚引く。"
BP12-003,森を彩る者・エルフクイーン,エルフ,フォロワー・エボルヴ,エルフ族,-,2,3,【進化時】相手の場のフォロワー2体まで選ぶ。それに2ダメージを割りふる。【コンボ_3】代わりに4ダメージ。
BP12-004,無窮の輝石・カーバンクル,エルフ,フォロワー,精霊・獣,4,2,2,"【進化】【コスト2】：これは進化する。
【ファンファーレ】『カーバンクルの煌めき』1枚をEXエリアに置く。
―――――――――――――――
『カーバンクルの煌めき』【エルフ】精霊・獣・スペル【コスト2】下記から1つチョイスする。【1】場のフォロワー1体を選ぶ。それを手札に戻す。【2】自分のリーダーは【体力】+4する。【3】2枚引く。"
BP12-005,無窮の輝石・カーバンクル,エルフ,フォロワー・エボルヴ,精霊・獣,-,4,4,【進化時】『カーバンクルの煌めき』1枚をEXエリアに置く。自分のEXエリアの『カーバンクルの煌めき』すべては「これをプレイする際、コストを-2する」を持つ。
BP12-006,豊穣の闘士・アイリーネ,エルフ,フォロワー,エルフ族,6,6,6,"【突進】【指定攻撃】
自分のターン中、これはダメージを受けない。
【攻撃時】1枚引く。これをスタンドする。この能力は1ターンに1回働く。"
BP12-007,重なり合う決意,エルフ,スペル,自然・エルフ族・獣,1,-,-,"下記から1つチョイスする。【1】場の自然・カード1枚をEXエリアに置く：相手の場のフォロワー1体を選ぶ。それに3ダメージ。【2】『フェアリー』2体を場に出す。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP12-008,森の戦士,エルフ,フォロワー,狩人・獣,4,3,4,"【進化】【コスト1】：これは進化する。
自分の場の他の狩人・フォロワーが攻撃したとき、相手の場のフォロワー1体を選ぶ。それに3ダメージ。"
BP12-009,森の戦士,エルフ,フォロワー・エボルヴ,狩人・獣,-,4,5,"自分の場の他の狩人・フォロワーが攻撃したとき、相手の場のフォロワー1体を選ぶ。それに3ダメージ。
【進化時】自分のデッキの上4枚を見る。その中から、元のコスト3以下の狩人・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。"
BP12-010,追い風の妖精,エルフ,フォロワー,妖精,1,2,2,自分のターン中、自分がカードをプレイしたとき、このターン中に3枚目のカードなら、自分のリーダーは【体力】+1する。このターン中に5枚目のカードなら、1枚引く。
BP12-011,アリアの旋風,エルフ,スペル,妖精・プリンセス,4,-,-,"これをプレイする際、自分のEXエリアに妖精・プリンセス・フォロワーがあるなら、コストを-1する。
自分の場の妖精・トークン1体を選ぶ。相手の場のフォロワーすべてに「それの攻撃力」と同じダメージ。"
BP12-012,森の手斧使い,エルフ,フォロワー,エルフ族・狩人,3,3,3,"【進化】【コスト4】：これは進化する。
【突進】
【攻撃時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。"
BP12-013,森の手斧使い,エルフ,フォロワー・エボルヴ,エルフ族・狩人,-,6,6,【攻撃時】相手の場のフォロワー1体を選ぶ。それを破壊する。それのリーダーに3ダメージ。
BP12-014,若葉の精霊,エルフ,フォロワー,自然・精霊,1,1,2,"これが場を離れたとき、『ナテラの大樹』1枚をEXエリアに置く。
【ファンファーレ】『ナテラの大樹』1枚をEXエリアに置く。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
BP12-015,スピアーエルフ,エルフ,フォロワー,エルフ族・狩人,2,2,3,【疾走】
BP12-016,妖精の参謀,エルフ,フォロワー,妖精,4,3,4,"【ファンファーレ】相手の場のフォロワー1体を選ぶ。『フェアリー』2枚をEXエリアに置く。選んだフォロワーに「自分のEXエリアの妖精・トークンの枚数」と同じダメージ。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP12-017,妖精の石碑,エルフ,アミュレット,妖精,1,-,-,"【ファンファーレ】自分のデッキの上3枚を見る。その中から、妖精・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
【起動】これを【アクト】墓場に置く：自分のリーダーは【体力】+1する。この能力は自分のEXエリアの妖精・フォロワーが3枚以上なら使える。"
