card_code,name,class,card_type,sub_type,cost,attack,hp,effect
SD02-001,ツバキ,ロイヤル,フォロワー,暗殺者・忍者,6,5,4,【ファンファーレ】下記から1つチョイスする。【1】相手のフォロワー1体を選ぶ。それを破壊する。【2】これは【疾走】を持つ。(【疾走】を持つフォロワーは、場に出たターンから攻撃できる)
SD02-002,ヴァンガード・レイサム,ロイヤル,フォロワー,指揮官,2,3,3,"男が剣を振り上げる度、勝鬨の声が上がる。
絶望的な戦局に希望が訪れようとしていた。"
SD02-003,フローラルフェンサー,ロイヤル,フォロワー,兵士,3,3,3,【進化】【コスト1】：これは進化する。
SD02-004,フローラルフェンサー,ロイヤル,フォロワー・エボルヴ,兵士,-,4,4,"【進化時】『スティールナイト』1体と『ナイト』1体を出す。
―――――――――――――――
『スティールナイト』【ロイヤル】兵士・フォロワー【コスト2】【攻撃力】2/【体力】2
『ナイト』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD02-005,アサシン,ロイヤル,フォロワー,暗殺者,2,3,2,【起動】【コスト1】：これは【必殺】を持つ。(【必殺】を持つフォロワーと交戦した相手のフォロワーは、ダメージを与え合ったあと破壊される)
SD02-006,ホワイトジェネラル,ロイヤル,フォロワー,指揮官,4,5,3,"【突進】(【突進】を持つフォロワーは、場に出たターンから相手のフォロワーを攻撃できる)
【攻撃時】自分の他のフォロワー1体を選ぶ。それは【攻撃力】+2する。"
SD02-007,ニンジャエッグ,ロイヤル,フォロワー,兵士・忍者,1,2,2,"オイ、今ちっちゃいって言ったのはどいつだァ！
俺様の手裏剣がキサマを……ちょっ、動くなァ！"
SD02-008,歴戦のランサー,ロイヤル,フォロワー,兵士,2,2,3,【守護】(これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない)
SD02-009,フェンサー,ロイヤル,フォロワー,指揮官・貴族,3,3,3,【ファンファーレ】自分の他のフォロワー1体を選ぶ。それは【攻撃力】+1/【体力】+1する。
SD02-010,オースレスナイト,ロイヤル,フォロワー,兵士,2,1,1,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『ナイト』1体を出す。
―――――――――――――――
『ナイト』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD02-011,オースレスナイト,ロイヤル,フォロワー・エボルヴ,兵士,-,3,1,【指定攻撃】(【指定攻撃】を持つフォロワーは、スタンド状態のフォロワーを攻撃できる)
SD02-012,クイックブレーダー,ロイヤル,フォロワー,兵士,1,1,1,"【進化】【コスト3】：これは進化する。
【疾走】(【疾走】を持つフォロワーは、場に出たターンから攻撃できる)"
SD02-013,クイックブレーダー,ロイヤル,フォロワー・エボルヴ,兵士,-,3,3,【疾走】
SD02-014,武装強化,ロイヤル,スペル,兵士,2,-,-,自分のフォロワー1体を選ぶ。それは【攻撃力】+1/【体力】+1する。1枚引く。
SD02-015,猛襲,ロイヤル,スペル,兵士,3,-,-,"相手のフォロワー1体を選ぶ。それに5ダメージ。『ナイト』1枚をEXエリアに置く。
―――――――――――――――
『ナイト』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD02-016,疾風怒濤,ロイヤル,スペル,兵士,1,-,-,相手のフォロワー1体を選ぶ。それに「自分の場のフォロワーの数」と同じダメージ。
SD02-017,ゴブリン,ニュートラル,フォロワー,ゴブリン,1,2,2,【進化】【コスト4】：これは進化する。
SD02-018,ゴブリン,ニュートラル,フォロワー・エボルヴ,ゴブリン,-,4,4,"多少なりとも心得のある者なら、恐れる必要もねぇ。
とはいえ、武装してる奴らには注意しろよ。"
SD02-019,ファイター,ニュートラル,フォロワー,傭兵,2,2,3,"この争いだらけの世界で頼れるものは、自分の力だけだ。
だから俺は勝ち続ける。絶対にな。"
SD02-020,天剣の乙女,ニュートラル,フォロワー,天使,5,4,6,【守護】(これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない)
SD02-LD01,エリカ,ロイヤル,リーダー,-,-,-,-,
SD02-T01,ナイト,ロイヤル,フォロワー・トークン,兵士,1,1,1,
SD02-T02,スティールナイト,ロイヤル,フォロワー・トークン,兵士,2,2,2,
