card_code,name,class,card_type,sub_type,cost,attack,hp,effect
ETD03-001,ブロッサムウルフ・スレイド,エルフ,フォロワー,植物族・獣,2,2,2,"【進化】【コスト0】：これは進化する。この能力はこのターン、自分のカードが場から手札に戻っていたなら使える。
これが場から手札に戻ったとき、自分の手札のコスト2以下の【エルフ】フォロワー1枚を場に出してよい。"
ETD03-002,ブロッサムウルフ・スレイド,エルフ,フォロワー・エボルヴ,植物族・獣,-,3,3,"これが場から手札に戻ったとき、自分の手札のコスト2以下の【エルフ】フォロワー1枚を場に出してよい。
【進化時】1枚引く。"
ETD03-003,ガーベラベアー,エルフ,フォロワー,植物族・獣,2,2,2,"【進化】【コスト1】：これは進化する。
自分のカードが場から手札に戻ったとき、自分のリーダーは【体力】+1する。"
ETD03-004,ガーベラベアー,エルフ,フォロワー・エボルヴ,植物族・獣,-,3,3,"自分のカードが場から手札に戻ったとき、自分のリーダーは【体力】+1する。
【進化時】自分のデッキから『フラワーブリーズ』1枚を探し、手札に加える。"
ETD03-005,エルフプリンセスメイジ,エルフ,フォロワー,エルフ族・プリンセス,3,3,3,【進化】【コスト1】：これは進化する。
ETD03-006,エルフプリンセスメイジ,エルフ,フォロワー・エボルヴ,エルフ族・プリンセス,-,4,4,"【進化時】『フェアリーウィスプ』2枚をEXエリアに置く。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1"
ETD03-007,ベビーエルフ・メイ,エルフ,フォロワー,エルフ族,1,1,1,"これが場から手札に戻ったとき、相手のフォロワー1体を選ぶ。それに1ダメージ。
【ファンファーレ】相手のフォロワー1体を選ぶ。それに1ダメージ。"
ETD03-008,自然の導き,エルフ,スペル,妖精,1,-,-,自分の場のカード1枚を選ぶ。それを手札に戻す。1枚引く。（手札に戻ったトークンはゲームから取り除く）
ETD03-009,収穫祭,エルフ,アミュレット,エルフ族,1,-,-,"これが場を離れたとき、1枚引く。
【起動】【コスト1】これを【アクト】墓場に置く：自分のリーダーは【体力】+1する。"
ETD03-010,沼の精,エルフ,フォロワー,精霊,3,4,3,【ファンファーレ】相手のフォロワー1体を選ぶ。次の相手のターン中、それは相手を攻撃できない。
ETD03-011,パフュームドワーフ,エルフ,フォロワー,精霊,2,2,3,自分のフォロワーが進化したとき、相手のフォロワー1体を選ぶ。それに2ダメージ。
ETD03-012,癒しのエルフ,エルフ,フォロワー,エルフ族,3,1,5,【ファンファーレ】自分のリーダーは【体力】+3する。
ETD03-013,エルフバード,エルフ,フォロワー,エルフ族,2,2,2,"自分のフォロワーが進化したとき、『フェアリーウィスプ』1枚をEXエリアに置く。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1"
ETD03-014,ローズディアー,エルフ,フォロワー,精霊・植物族,4,4,3,"【突進】（【突進】を持つフォロワーは、場に出たターンから相手のフォロワーを攻撃できる）
【ファンファーレ】『薔薇の一撃』1枚をEXエリアに置く。
―――――――――――――――
『薔薇の一撃』【エルフ】植物族・スペル【コスト2】相手のリーダー1人か相手のフォロワー1体を選ぶ。それに3ダメージ。1枚引く。"
ETD03-015,アーチャー,エルフ,フォロワー,狩人,2,1,4,"【進化】【コスト1】：これは進化する。
自分の場に他のフォロワーが出たとき、相手のフォロワー1体を選ぶ。それに1ダメージ。"
ETD03-016,アーチャー,エルフ,フォロワー・エボルヴ,狩人,-,1,4,自分の場に他のフォロワーが出たとき、相手のフォロワー2体まで選ぶ。それに1ダメージ。
ETD03-017,大狼,エルフ,フォロワー,獣,4,5,5,自分の場に他のフォロワーが出たとき、これは【攻撃力】+1/【体力】+1する。
ETD03-018,フラワーブリーズ,エルフ,スペル,植物族・獣,1,-,-,自分の場のカード1枚を選ぶ。それを手札に戻す。自分のリーダーは【体力】+1する。（手札に戻ったトークンはゲームから取り除く）
ETD03-019,エンジェルスナイプ,ニュートラル,スペル,天使,1,-,-,相手のフォロワー1体を選ぶ。それに2ダメージ。
ETD03-LD01,蜜田川イツキ,エルフ,リーダー,-,-,-,-,
ETD03-T01,フェアリーウィスプ,エルフ,フォロワー・トークン,妖精,0,1,1,
ETD03-T02,薔薇の一撃,エルフ,スペル・トークン,植物族,2,-,-,相手のリーダー1人か相手のフォロワー1体を選ぶ。それに3ダメージ。1枚引く。
