card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP14-001,化かし女将・ホズミ,エルフ,フォロワー,宴楽・獣,3,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】このターン、次に自分が宴楽・カードをプレイする際、コストを-2する。"
BP14-002,化かし女将・ホズミ,エルフ,フォロワー・エボルヴ,宴楽・獣,-,3,3,【起動】【コスト2】場の他の宴楽・カード1枚を消滅：自分のデッキから元のコスト7以下のフォロワー1枚を探し、場に出す。この能力は「このターン中に自分がプレイしたカードの枚数」が3枚以上なら、1ターンに1回使える。
BP14-003,天香の剣士・ルヴァン,エルフ,フォロワー,狩人,5,4,4,【起動】これを【アクト】：相手の場のフォロワー1体を選ぶ。それに4ダメージ。1枚引く。自分の墓場の狩人・カードが3枚以上なら、自分の手札の元のコスト3以下の狩人・フォロワー1枚を場に出してよい。
BP14-004,四季の化身,エルフ,フォロワー,精霊・植物族,4,2,4,"【進化】【コスト1】：これは進化する。
これの四季カウンターが3個以下である限り、これは相手を攻撃できない。
自分のエンドフェイズが来たとき、場のフォロワー1体を選ぶ。それは【攻撃力】+X/【体力】+XするかそれにXダメージ。Xは「これの攻撃力」である。これに四季カウンター1個を置く。"
BP14-005,四季の化身,エルフ,フォロワー・エボルヴ,精霊・植物族,-,3,5,"これの四季カウンターが3個以下である限り、これは相手を攻撃できない。
自分のエンドフェイズが来たとき、場のフォロワー1体を選ぶ。それは【攻撃力】+X/【体力】+XするかそれにXダメージ。Xは「これの攻撃力」である。これに四季カウンター1個を置く。
【進化時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。"
BP14-006,清泉のスピリット,エルフ,フォロワー,精霊,2,2,3,"自分のエンドフェイズが来たとき、手札1枚を捨てる：自分のデッキの上1枚をEXエリアに置く。
【起動】EXエリアのカード1枚を手札に戻す：自分の手札1枚をEXエリアに置く。この能力は1ターンに1回使える。"
BP14-007,夢のもてなし,エルフ,スペル,宴楽・獣,2,-,-,"これをEXエリアからプレイする際、コストを-1する。
これをプレイする際、自分の場に『化かし女将・ホズミ』がいるなら、コストを-1する。
相手の場のフォロワー1体を選ぶ。それを手札に戻す。自分のリーダーは【体力】+1する。（手札に戻ったトークンはゲームから取り除く）"
BP14-008,仲居のエルフ,エルフ,フォロワー,宴楽・エルフ族,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】手札1枚をデッキの下に置く：自分のリーダーは【体力】+2する。"
BP14-009,仲居のエルフ,エルフ,フォロワー・エボルヴ,宴楽・エルフ族,-,3,3,【進化時】自分のデッキの上4枚を見る。その中から、宴楽・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
BP14-010,ねじまき売り子,エルフ,フォロワー,宴楽・人形・超克,1,2,1,"【ファンファーレ】『操り人形』1枚をEXエリアに置く。自分のEXエリアのカードが3枚以上なら、自分のリーダーは【体力】+1する。
―――――――――――――――
『操り人形』【ニュートラル】人形・フォロワー【コスト1】【攻撃力】1/【体力】1【突進】"
