card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP17-001,深緑の弓使い・アリサ,エルフ,フォロワー,エルフ族,1,2,2,"【ファンファーレ】『ゲイルアロー』1枚か『ストームアロー』1枚をEXエリアに置く。
【起動】これを【アクト】：自分のデッキから『森番の弓』1枚を探し、場に出す。この能力は「このターン中に自分がプレイしたカードの枚数」が5枚以上なら使える。"
BP17-002,万緑の回帰・ラティカ,エルフ,フォロワー,自然・獣,3,3,3,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分のデッキの上5枚を見る。その中から、自然・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。"
BP17-003,万緑の回帰・ラティカ,エルフ,フォロワー・エボルヴ,自然・獣,-,4,4,"【進化時】相手の場のフォロワー1体を選ぶ。『ナテラの大樹』1枚をEXエリアに置く。それに「自分のEXエリアの『ナテラの大樹』の枚数」と同じダメージ。
【超進化時】相手の場のフォロワー1体を選ぶ。『ナテラの大樹』1枚をEXエリアに置く。それとそれのリーダーに「自分のEXエリアの『ナテラの大樹』の枚数」と同じダメージ。"
BP17-004,太陽の勇士・セタス,エルフ,フォロワー,獣,4,4,5,"【守護】
自分のターンごとに1回、自分が獣・カードをプレイしたとき、自分のPPを1回復する。
【ファンファーレ】下記を2回くり返す。自分のデッキの上1枚をEXエリアに置く。獣・カードをEXエリアに置いたなら、自分のリーダーは【体力】+2する。"
BP17-005,リトルパペッター・ロココ,エルフ,フォロワー,人形,2,2,2,【進化】【コスト3】：これは進化する。
BP17-006,リトルパペッター・ロココ,エルフ,フォロワー・エボルヴ,人形,-,3,3,"【進化時】場の他のフォロワーすべてを破壊する。各プレイヤーは、これによって破壊された自身の場のフォロワー1体につき、『ロココのテディベア』1体を場に出す。
―――――――――――――――
『ロココのテディベア』【エルフ】人形・フォロワー【コスト2】【攻撃力】2/【体力】2【ラストワード】自分のリーダーに1ダメージ。"
BP17-007,温かな抱擁,エルフ,スペル,機械・自然・獣,2,-,-,"これをプレイする際、場の『ナテラの大樹』2つを【アクト】：コストを-2する。
自分のリーダーは【体力】+1する。1枚引く。"
BP17-008,森番の弓,エルフ,アミュレット,エルフ族,1,-,-,"ターンごとに1回、自分の場に【エルフ】フォロワーが出たとき、これに矢カウンター1個を置く。
【ファンファーレ】自分の場に『深緑の弓使い・アリサ』がいるなら、これに矢カウンター2個を置く。
【起動】これを【アクト】墓場に置く：相手の場のフォロワー1体を選ぶ。それにXダメージ。Xは「これに置かれていた矢カウンターの数」である。"
BP17-009,採集の獣人,エルフ,フォロワー,自然・獣,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『ナテラの大樹』1枚をEXエリアに置く。自分のEXエリアの自然・カードが3枚以上なら、自分のリーダーは【体力】+1する。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
BP17-010,採集の獣人,エルフ,フォロワー・エボルヴ,自然・獣,-,3,3,【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。
BP17-011,英雄の覚悟,エルフ,スペル,獣,2,-,-,"これをEXエリアからプレイする際、コストを-1する。
これをプレイする際、自分の場に「カード名に『セタス』を含むフォロワー」がいるなら、コストを-1する。
相手の場のフォロワー1体と自分の場の獣・フォロワー1体を選ぶ。前者に4ダメージ。後者は【攻撃力】+1/【体力】+1する。"
BP17-012,パペットインヴァース,エルフ,スペル,人形,1,-,-,"下記から1つチョイスする。【1】自分の場の人形・トークン・フォロワー1体を選ぶ。それは【攻撃力】+2/【体力】+2する。【2】『操り人形』2枚をEXエリアに置く。
―――――――――――――――
『操り人形』【ニュートラル】人形・フォロワー【コスト1】【攻撃力】1/【体力】1【突進】"
BP17-013,ブロッサムトレント,エルフ,フォロワー,精霊,4,3,6,"【進化】【コスト3】：これは進化する。
【守護】
【ラストワード】1枚引く。"
BP17-014,ブロッサムトレント,エルフ,フォロワー・エボルヴ,精霊,-,5,8,"【守護】
【進化時】自分のリーダーは【体力】+4する。
【ラストワード】1枚引く。"
BP17-015,スコルの探索者,エルフ,フォロワー,自然・獣,2,2,3,"【ファンファーレ】『ナテラの大樹』1枚をEXエリアに置く。
【起動】これを【アクト】場の『ナテラの大樹』1つを消滅：1枚引く。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
BP17-016,エルフの呪術者,エルフ,フォロワー,エルフ族,6,5,5,【ファンファーレ】【ラストワード】相手の場のフォロワー1体を選ぶ。それは【攻撃力】-5/【体力】-5する。
BP17-017,糸切り人形,エルフ,フォロワー,人形,1,1,1,"【起動】これを【アクト】：『操り人形』1枚をEXエリアに置く。
【起動】これを【アクト】EXエリアの『操り人形』1枚を消滅：1枚引く。
―――――――――――――――
『操り人形』【ニュートラル】人形・フォロワー【コスト1】【攻撃力】1/【体力】1【突進】"
BP17-018,不屈のブレイブフェアリー,エルフ,フォロワー,妖精,4,4,4,"【守護】
【攻撃時】このターン、これはダメージを受けない。
【ファンファーレ】【コスト2】：これは【攻撃力】+2/【体力】+2する。"
BP17-019,忠義の剣士・エリカ,ロイヤル,フォロワー,兵士・暗殺者・メイド,2,1,1,"【疾走】
【攻撃時】自分の場の【ロイヤル】カードが5枚なら、これは【攻撃力】+2する。
【ファンファーレ】『スティールナイト』1体か『シールドガーディアン』1体か『ナイト』1体を場に出す。"
BP17-020,光耀の標・ミストリナ＆ベイリオン,ロイヤル,フォロワー,自然・指揮官・獣・プリンセス,4,3,4,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『ナテラの大樹』1枚を場かEXエリアに置いてよい。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
BP17-021,光耀の標・ミストリナ＆ベイリオン,ロイヤル,フォロワー・エボルヴ,自然・指揮官・獣・プリンセス,-,4,5,"【進化時】自分のデッキから自然・スペルを元のコストの合計が2以下になるように2枚まで探し、EXエリアに置く。このターン、それをプレイする際、コストを0にする。
【超進化時】これは【疾走】を持つ。自分のPPを2回復する。"
BP17-022,月光の執行者・リオード,ロイヤル,フォロワー,暗殺者,1,1,2,"【威圧】
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに1ダメージ。これが手札以外から場に出ていたなら、代わりに3ダメージ。"
BP17-023,撲滅の兵団長,ロイヤル,フォロワー,指揮官,8,4,4,"これをプレイする際、自分の場の「それぞれカード名が異なる兵士・トークン・フォロワー」が3体以上なら、コストを-6する。
【進化】【コスト1】：これは進化する。
【守護】
【起動】【コスト1】手札のこれを捨てる：『スティールナイト』1体か『シールドガーディアン』1体か『ナイト』1体を場に出す。"
BP17-024,撲滅の兵団長,ロイヤル,フォロワー・エボルヴ,指揮官,-,5,5,"【守護】
【進化時】相手の場のフォロワー2体まで選ぶ。それを破壊する。"
BP17-025,陽だまりの邂逅,ロイヤル,スペル,自然・獣・プリンセス,3,-,-,下記から1つチョイスする。【1】自分のデッキから元のコスト3以下の自然・フォロワー1枚を探し、場に出す。【2】【コスト3】：自分のデッキから元のコスト6以下の自然・フォロワー1枚を探し、場に出す。
BP17-026,シークレットスキル,ロイヤル,アミュレット,兵士・暗殺者・メイド,3,-,-,"【ファンファーレ】相手の場のフォロワー1体を選ぶ。それを破壊する。
【起動】【コスト2】これを【アクト】墓場に置く：自分のデッキから『忠義の剣士・エリカ』1枚を探し、場に出す。"
BP17-027,ヴァローナディーラー,ロイヤル,フォロワー,兵士・商人,3,3,3,"【進化】【コスト3】：これは進化する。
【進化】【コスト1】：これは進化する。この能力は自分の手札が8枚以上なら使える。
【ファンファーレ】1枚引く。"
BP17-028,ヴァローナディーラー,ロイヤル,フォロワー・エボルヴ,兵士・商人,-,5,5,【進化時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。
BP17-029,ブレイドライツの小隊長,ロイヤル,フォロワー,指揮官,2,1,1,"【ファンファーレ】『シールドガーディアン』1体と『ナイト』1体を場に出す。『スティールナイト』1枚をEXエリアに置く。
―――――――――――――――
『シールドガーディアン』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1【守護】
『ナイト』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1
『スティールナイト』【ロイヤル】兵士・フォロワー【コスト2】【攻撃力】2/【体力】2"
BP17-030,隠伏の記憶,ロイヤル,スペル,暗殺者,2,-,-,"これをプレイする際、自分の場の「カード名に『リオード』を含むフォロワー」を選んでいたなら、コストを-2する。
自分の場の暗殺者・フォロワー1体を選ぶ。それをEXエリアに置く。"
BP17-031,フォックスランサー,ロイヤル,フォロワー,自然・獣,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『ナテラの大樹』1枚を場かEXエリアに置いてよい。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
BP17-032,フォックスランサー,ロイヤル,フォロワー・エボルヴ,自然・獣,-,3,3,【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。
BP17-033,ストーンマーチャント,ロイヤル,フォロワー,商人,2,2,2,【ファンファーレ】手札の【ロイヤル】カード1枚を捨てる：1枚引く。スペルを捨てたなら、代わりに2枚。
BP17-034,マーシャルファイター,ロイヤル,フォロワー,指揮官,6,5,6,【攻撃時】相手の場のフォロワー1体を選ぶ。それとそれのリーダーに3ダメージ。
BP17-035,無暁の残党,ロイヤル,フォロワー,暗殺者,3,3,3,"【威圧】
【ファンファーレ】自分の墓場の「これと同名を除く暗殺者・カード」1枚を選ぶ。それをEXエリアに置く。"
BP17-036,威風の団結,ロイヤル,スペル,自然・指揮官・獣,1,-,-,"自分の場の「カード名に『ベイリオン』を含むフォロワー」1体を選ぶ。それは【攻撃力】+1/【体力】+1する。『ナテラの大樹』1枚を場かEXエリアに置いてよい。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
