card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP02-001,クリスタリアプリンセス・ティア,エルフ,フォロワー,クリスタリア・プリンセス,2,1,1,"【進化】【コスト1】：これは進化する。
【ファンファーレ】【コンボ_3】『クリスタリア・イヴ』1体を出す。
―――――――――――――――
『クリスタリア・イヴ』【エルフ】クリスタリア・フォロワー【コスト4】【攻撃力】4/【体力】4"
BP02-002,クリスタリアプリンセス・ティア,エルフ,フォロワー・エボルヴ,クリスタリア・プリンセス,-,2,2,【進化時】自分の『クリスタリア・イヴ』1体を選ぶ。それは【攻撃力】+1/【体力】+1して、【突進】を持つ。
BP02-003,古き森の白狼,エルフ,フォロワー,精霊・獣,7,4,4,"【疾走】
【ラストワード】自分のデッキの上4枚を見る。その中から、【エルフ】フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。"
BP02-004,エルフの少女・リザ,エルフ,フォロワー,エルフ族,2,2,3,これがいる限り、自分のフォロワーが受ける「相手の能力によるダメージ」を-1する。
BP02-005,エルフナイト・シンシア,エルフ,フォロワー,エルフ族,5,5,5,"【突進】
【攻撃時】EXエリアのカード1枚を消滅：相手のリーダー1人か相手のフォロワー1体を選ぶ。それに2ダメージ。『フェアリー』2体を出す。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP02-006,グランドアーチャー・セルウィン,エルフ,フォロワー,狩人,4,3,3,"【進化】【コスト1】：これは進化する。
【ファンファーレ】【コンボ_4】相手のフォロワー1体を選ぶ。それに5ダメージ。"
BP02-007,グランドアーチャー・セルウィン,エルフ,フォロワー・エボルヴ,狩人,-,4,4,【進化時】相手の場のコスト3以下のカード1枚を選ぶ。それを破壊する。
BP02-008,クリスタリア・リリィ,エルフ,フォロワー,クリスタリア,2,1,3,"【進化】【コスト2】：これは進化する。
【ファンファーレ】自分のデッキの上2枚を見る。その中から、クリスタリア・フォロワーか妖精・フォロワー1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。"
BP02-009,クリスタリア・リリィ,エルフ,フォロワー・エボルヴ,クリスタリア,-,2,4,【進化時】相手のフォロワー1体を選ぶ。それのプレイヤーはそれをデッキの下に置く。（デッキに置いたトークンはゲームから取り除く）
BP02-010,エルフキング・ヴァルト,エルフ,フォロワー,エルフ族,4,3,3,【ファンファーレ】下記から1つチョイスする。【1】自分の妖精・フォロワー1体を選ぶ。それは【攻撃力】+2/【体力】+2する。【2】自分のデッキから妖精・フォロワー1枚を探し、手札に加える。
BP02-011,エルフの弓術,エルフ,スペル,エルフ族,1,-,-,相手のフォロワー2体まで選ぶ。それに1ダメージ。【コンボ_3】代わりに2ダメージ。
BP02-012,パフュームドワーフ,エルフ,フォロワー,精霊,2,2,3,自分のフォロワーが進化したとき、相手のフォロワー1体を選ぶ。それに2ダメージ。
BP02-013,癒しのエルフ,エルフ,フォロワー,エルフ族,3,1,5,【ファンファーレ】自分のリーダーは【体力】+3する。
BP02-014,フォレストギガース,エルフ,フォロワー,精霊・巨人,6,1,7,"【進化】【コスト1】：これは進化する。
【守護】
【ファンファーレ】これは【攻撃力】+Xする。Xは「自分のEXエリアのカードの枚数」である。"
BP02-015,フォレストギガース,エルフ,フォロワー・エボルヴ,精霊・巨人,-,3,7,"【守護】
【進化時】相手のフォロワー1体を選ぶ。それに「これの攻撃力」と同じダメージ。"
BP02-016,エルフバード,エルフ,フォロワー,エルフ族,2,2,2,"自分のフォロワーが進化したとき、『フェアリーウィスプ』1枚をEXエリアに置く。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1"
BP02-017,ローズディアー,エルフ,フォロワー,精霊・植物族,4,4,3,"【突進】
【ファンファーレ】『薔薇の一撃』1枚をEXエリアに置く。
―――――――――――――――
『薔薇の一撃』【エルフ】植物族・スペル【コスト2】相手のリーダー1人か相手のフォロワー1体を選ぶ。それに3ダメージ。1枚引く。"
BP02-018,レヴィオンセイバー・アルベール,ロイヤル,フォロワー,指揮官・レヴィオン,4,3,5,"【進化】【コスト3】：これは進化する。
【疾走】"
