card_code,name,class,card_type,sub_type,cost,attack,hp,effect
SD08-001,覇道の竜翼・フォルテ,ドラゴン,フォロワー,竜使い,5,6,5,"【疾走】【威圧】（相手は【威圧】を持つフォロワーを攻撃できない）
【ファンファーレ】自分のPP最大値が10なら、これは【攻撃力】+1して、【オーラ】を持つ。（【オーラ】を持つカードは、相手のカードや能力で選ばれない）"
SD08-002,覇道の君臨者・フォルテ,ドラゴン,フォロワー,竜使い・武闘竜人・キラー,10,5,9,"これが場にいる限り、自分の場の『ドラゴン』すべては【疾走】【ドレイン】を持つ。(【ドレイン】を持つフォロワーが攻撃して与えたダメージと同じだけ、自分のリーダーは体力を+する)
自分のエンドフェイズが来たとき、相手の場のフォロワー2体まで選ぶ。次のそれのプレイヤーのターン中、それは相手を攻撃できない。
【起動】【コスト0】：『ドラゴン』1体を場に出す。この能力は1ターンに1回使える。"
SD08-003,《正義》・イランツァ,ドラゴン,フォロワー,アルカナ・竜族,8,8,8,"【守護】
これが場を離れたとき、自分のリーダーは【体力】+8する。
【ファンファーレ】自分のデッキの上1枚をEXエリアに置く。元のコスト5以上のカードをEXエリアに置いたなら、これは進化するか手札に戻る。"
SD08-004,《正義》・イランツァ,ドラゴン,フォロワー・エボルヴ,アルカナ・竜族,-,11,11,"【疾走】（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）
これは【守護】を無視して攻撃できる。"
SD08-005,ドラゴンイクシード・ギルヴァ,ドラゴン,フォロワー,竜使い,9,6,6,"これを自分の手札から捨てたとき、これをEXエリアに置いてよい。
【守護】
【ファンファーレ】場の他のフォロワーすべてと相手のリーダーすべてに6ダメージ。
【起動】【コスト3】EXエリアのこれを墓場に置く：相手の場のフォロワー1体を選ぶ。それに6ダメージ。この能力は【覚醒】状態なら使える。"
SD08-006,《世界》・ゼルガネイア,ニュートラル,フォロワー,アルカナ・大神,5,5,5,"【ファンファーレ】相手の場のフォロワー1体を選ぶ。自分の場に他のフォロワーがいないなら、それを破壊する。1枚引く。
【ファンファーレ】自分のリーダーの体力が10以下なら、自分のリーダーは【体力】+5する。
【起動】【コスト10】墓場のこれを消滅：自分のエボルヴデッキの『大いなる《世界》・ゼルガネイア』1枚をEXエリアに置いてよい。"
SD08-007,栄弦の天宮・リュウフウ,ドラゴン,フォロワー,竜使い・ドラゴニュート,3,3,3,【進化】【コスト1】：これは進化する。
SD08-008,栄弦の天宮・リュウフウ,ドラゴン,フォロワー・エボルヴ,竜使い・ドラゴニュート,-,4,4,"【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。
【超進化時】自分のPP最大値を+1する。自分のリーダーは【体力】+2する。"
SD08-009,竜喰らう禁忌,ドラゴン,フォロワー,竜族・キラー,9,8,8,"【ファンファーレ】自分の墓場の元のコスト7以上の【ドラゴン】カード1枚につき、相手の場のフォロワー1体まで選ぶ。それを消滅させる。
【起動】【コスト3】手札のこれと元のコスト7以上の【ドラゴン】カード1枚を捨てる：自分のPP最大値を+1する。1枚引く。"
SD08-010,竜の託宣,ドラゴン,スペル,竜族,2,-,-,下記から1つチョイスする。【1】自分のPP最大値を+1する。【2】1枚引く。
