card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP07-001,回帰する抱擁・ラティカ,エルフ,フォロワー,自然・獣,4,5,5,"【進化】【コスト1】：これは進化する。この能力は「このターン中に自分がプレイしたカードの枚数」が5枚以上なら使える。
自分の場に『ナテラの大樹』が出たとき、自分のPPを1回復する。"
BP07-002,回帰する抱擁・ラティカ,エルフ,フォロワー・エボルヴ,自然・獣,-,6,6,"【疾走】
自分の場に『ナテラの大樹』が出たとき、自分のPPを1回復する。"
BP07-003,クイーンセイバー・シンシア,エルフ,フォロワー,エルフ族,6,4,6,"これがいる限り、自分の場の妖精・トークンすべては【疾走】【指定攻撃】を持つ。
自分の場に妖精・トークンが出たとき、それは【攻撃力】+2する。
【ファンファーレ】『フェアリーウィスプ』1枚をEXエリアに置く。自分の場の妖精・トークンすべては【攻撃力】+2する。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1"
BP07-004,プライマルギガント,エルフ,フォロワー,自然・精霊,9,7,7,"これを自分の手札から捨てたとき、『ナテラの大樹』1枚をEXエリアに置く。
これをプレイする際、場の自然・カード4枚を墓場に置く：コストを-4する。
【ファンファーレ】自分の墓場の元のコスト5以下の【エルフ】フォロワー1枚を選ぶ。それを場に出す。"
BP07-005,獣戦士・セタス,エルフ,フォロワー,獣,5,3,5,"【進化】【コスト2】：これは進化する。
【守護】
自分のエンドフェイズが来たとき、自分のリーダーは【体力】+4する。このターン、自分のフォロワーが場から墓場に置かれていたなら、これは【攻撃力】+2/【体力】+2する。"
BP07-006,獣戦士・セタス,エルフ,フォロワー・エボルヴ,獣,-,4,6,"【守護】
自分のエンドフェイズが来たとき、自分のリーダーは【体力】+4する。このターン、自分のフォロワーが場から墓場に置かれていたなら、これは【攻撃力】+2/【体力】+2する。
【進化時】自分の墓場の元のコスト3以下のフォロワー1枚を選ぶ。それを場に出す。"
BP07-007,大いなる回帰,エルフ,スペル,自然・獣,0,-,-,自分の場の『回帰する抱擁・ラティカ』1体を選ぶ。それは【攻撃力】+1/【体力】+1する。【コンボ_5】相手の場のフォロワーすべてに「それの攻撃力」と同じダメージ。
BP07-008,ブルームスピリット,エルフ,フォロワー,自然・精霊,3,2,3,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『ナテラの大樹』1枚か『フェアリー』1枚をEXエリアに置く。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP07-009,ブルームスピリット,エルフ,フォロワー・エボルヴ,自然・精霊,-,3,4,【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分のEXエリアのカードが3枚以上なら、代わりに4ダメージ。
BP07-010,萌芽の化身,エルフ,フォロワー,自然・精霊,2,3,2,"これがいる限り、自分が『ナテラの大樹』をプレイする際、コストを-1する。
【ファンファーレ】『ナテラの大樹』1枚をEXエリアに置く。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
BP07-011,神鉄圧錬法,エルフ,スペル,エルフ族,1,-,-,自分の場や自分のEXエリアの妖精・フォロワー2枚まで選ぶ。それは【攻撃力】+1する。【コンボ_3】1枚引く。
BP07-012,チェシャキャット,エルフ,フォロワー,獣・童話,1,1,2,"【ファンファーレ】相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに1ダメージ。これが手札以外から場に出ていたなら、代わりに2ダメージ。
【起動】これを【アクト】デッキの下に置く：自分の場か自分のEXエリアの童話・フォロワー1枚を選ぶ。それに童話カウンター2つを置く。"
BP07-013,スケアリートレント,エルフ,フォロワー,自然・植物族,2,2,3,"【ファンファーレ】『ナテラの大樹』1枚をEXエリアに置く。
【起動】場の『ナテラの大樹』1つを消滅：自分のリーダーは【体力】+3する。この能力は1ターンに1回使える。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
BP07-014,森の隠者,エルフ,フォロワー,狩人,1,1,1,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『ナテラの大樹』1枚をEXエリアに置く。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
BP07-015,森の隠者,エルフ,フォロワー・エボルヴ,狩人,-,2,2,【進化時】自分の墓場の自然・カード1枚を選ぶ。それを手札に加える。
BP07-016,奇妙な帽子屋,エルフ,フォロワー,童話,2,2,3,【ファンファーレ】自分の場に他の童話・カードがあるなら、自分のデッキから童話・フォロワー1枚を探し、EXエリアに置く。それに童話カウンター1つを置いてよい。
BP07-017,ナチュラル・マナ,エルフ,スペル,自然,1,-,-,"『ナテラの大樹』1枚をEXエリアに置く。【コンボ_3】代わりに2枚。自分のリーダーは【体力】+2する。
―――――――――――――――
『ナテラの大樹』【ニュートラル】自然・アミュレット【コスト1】これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。【起動】【コスト1】：これを墓場に置く。"
