card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP18-001,浄樹の六銘伝・ロロ・ロニエ,エルフ,フォロワー,透京・植物族,4,3,3,"【進化】【コスト1】：これは進化する。
これが場にいる限り、自分は【進化】能力を1ターンに何回でも使える。
【ファンファーレ】自分の墓場の透京・カード1枚を選ぶ。それをEXエリアに置く。このターン、それをプレイする際、コストを-2する。"
BP18-002,浄樹の六銘伝・ロロ・ロニエ,エルフ,フォロワー・エボルヴ,透京・植物族,-,4,4,"これが場にいる限り、自分は【進化】能力を1ターンに何回でも使える。
自分の場のフォロワーが進化したとき、相手の場のフォロワー1体を選ぶ。それに4ダメージ。
【超進化時】『済度播種』1枚をEXエリアに置く。
―――――――――――――――
『済度播種』【エルフ】透京・植物族・スペル【コスト1】1枚引く。自分のエボルヴデッキの表向きのエボルヴフォロワーを好きな枚数裏向きにしてよい。自分のEPを+1する。"
BP18-003,樹正の木鐸・キョウ,エルフ,フォロワー,透京・植物族,2,2,2,自分の場のフォロワーが進化したとき、相手のリーダーすべてに1ダメージ。このターン、1回目の自分の場のフォロワーの進化なら、1枚引く。このターン、2回目の自分の場のフォロワーの進化なら、これは【疾走】を持つ。このターン、3回目の自分の場のフォロワーの進化なら、これは【攻撃力】+2/【体力】+2する。
BP18-004,ロイヤルクリスタリア・ティア,エルフ,フォロワー,クリスタリア・プリンセス,2,1,2,"自分のターンごとに1回、自分のEXエリアにクリスタリア・カードが置かれたとき、1枚引く。
【ファンファーレ】『クリスタリア・イヴ』1枚をEXエリアに置く。
【起動】これを【アクト】：自分のEXエリアの『クリスタリア・イヴ』1枚を選ぶ。このターン、それをプレイする際、コストを-Xする。Xは「このターン中に自分がプレイしたカードの枚数」である。"
BP18-005,樹権の剪定者,エルフ,フォロワー,透京・植物族,2,1,2,"【進化】【コスト0】：これは進化する。
これが場にいる限り、自分は【進化】能力を1ターンに何回でも使える。
自分の場のフォロワーが進化したとき、自分のリーダーは【体力】+1する。"
BP18-006,樹権の剪定者,エルフ,フォロワー・エボルヴ,透京・植物族,-,2,3,"これが場にいる限り、自分は【進化】能力を1ターンに何回でも使える。
自分の場のフォロワーが進化したとき、自分のリーダーは【体力】+1する。"
BP18-007,アクティブエルフ・メイ,エルフ,フォロワー,エルフ族,1,1,1,"「このターン中に自分がプレイしたカードの枚数」が3枚以上なら、これは墓場からプレイできる。
自分のターン中、これが場を離れたとき、相手の場のフォロワー1体を選ぶ。それに1ダメージ。
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに1ダメージ。これが手札以外から場に出ていたなら、これをデッキの下に置く。"
BP18-008,因芽応報,エルフ,スペル,透京・植物族,4,-,-,"これをプレイする際、コストを-Xする。Xは「自分のエボルヴデッキの表向きの透京・エボルヴフォロワーの枚数」である。
相手の場のフォロワー1体を選ぶ。それに5ダメージ。それのリーダーに1ダメージ。"
BP18-009,樹都の拳士,エルフ,フォロワー,透京・植物族,2,1,1,"【進化】【コスト1】：これは進化する。
これが場にいる限り、自分は【進化】能力を1ターンに何回でも使える。
自分の場のフォロワーが進化したとき、自分の場の透京・フォロワー1体を選ぶ。それは【攻撃力】+1/【体力】+1する。"
BP18-010,樹都の拳士,エルフ,フォロワー・エボルヴ,透京・植物族,-,2,2,"これが場にいる限り、自分は【進化】能力を1ターンに何回でも使える。
自分の場のフォロワーが進化したとき、自分の場の透京・フォロワー1体を選ぶ。それは【攻撃力】+1/【体力】+1する。
【進化時】相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに1ダメージ。"
BP18-011,ブロッサムルナール,エルフ,フォロワー,獣,1,1,1,【進化】【コスト1】：これは進化する。
BP18-012,ブロッサムルナール,エルフ,フォロワー・エボルヴ,獣,-,2,2,【進化時】自分のデッキの上3枚を見る。その中から、獣・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
BP18-013,浄土蒔植,エルフ,スペル,透京・植物族,5,-,-,"これをプレイする際、コストを-Xする。Xは「自分のエボルヴデッキの表向きの透京・エボルヴフォロワーの枚数」である。
自分の墓場の透京・フォロワー2枚まで選ぶ。それを手札に加える。"
BP18-014,樹律の祈り子,エルフ,フォロワー,透京・植物族,1,1,1,【進化】【コスト0】：これは進化する。この能力はこのターン、自分の場のフォロワーが進化していたなら使える。
BP18-015,樹律の祈り子,エルフ,フォロワー・エボルヴ,透京・植物族,-,2,2,【進化時】自分の墓場の「これと同名を除く透京・フォロワー」1枚を選ぶ。それを手札に加える。
BP18-016,マウンテンガール・ミロロ,エルフ,フォロワー,狩人,3,3,3,"ターンごとに1回、自分がスペルをプレイしたとき、自分の場のフォロワー1体を選ぶ。それは【攻撃力】+1/【体力】+1して、【突進】を持つ。
【ファンファーレ】このターン、次に自分が元のコスト1以下のスペルをプレイする際、コストを-1する。"
BP18-017,エルフの鍛冶師・レーネ,エルフ,フォロワー,エルフ族,2,3,2,【ファンファーレ】自分の場の他のフォロワー1体を選ぶ。それは【攻撃力】+1して、【突進】とこのターン、「これはダメージを受けない」を持つ。
BP18-018,怒れる山神,エルフ,フォロワー,獣,4,3,4,【攻撃時】これは【攻撃力】+3/【体力】+3する。
BP18-019,対空射撃,エルフ,スペル,エルフ族・狩人,1,-,-,自分の場の【エルフ】カード1枚と相手の場のフォロワー1体を選ぶ。前者を手札に戻す。後者に3ダメージ。（手札に戻ったトークンはゲームから取り除く）
BP18-020,全識の六銘伝・シンラ,ロイヤル,フォロワー,透京・探偵,3,3,3,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分のデッキから『ギガブレード』1枚を探し、場に出す。"
BP18-021,全識の六銘伝・シンラ,ロイヤル,フォロワー・エボルヴ,透京・探偵,-,4,4,"【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分の場の透京・カードが3枚以上なら、代わりに4ダメージ。
【超進化時】『アンリミテッドサーチ』1枚をEXエリアに置く。
【起動】これを【アクト】場の『ギガブレード』1つのギガカウンター10個を取る：相手のリーダーすべてに8ダメージ。"
BP18-022,ワイルドメディエーター・ガンマ,ロイヤル,フォロワー,透京・探偵・獣,3,3,3,"【ファンファーレ】1枚引く。
【起動】場の『ギガブレード』1つのギガカウンター10個を取る：相手の場のフォロワーすべてに5ダメージ。これは【攻撃力】+2/【体力】+2して、【疾走】を持つ。"
BP18-023,約束の栄光・ガウェイン,ロイヤル,フォロワー,兵士・円卓,2,3,3,"【突進】
【ファンファーレ】自分の墓場の【ロイヤル】フォロワーが5枚以上なら、1枚引く。10枚以上なら、これは【疾走】を持つ。自分のリーダーは【体力】+2する。15枚以上なら、これは【威圧】【オーラ】を持つ。20枚以上なら、これは【攻撃力】+7/【体力】+7する。"
BP18-024,俯瞰の捜査員,ロイヤル,フォロワー,透京・探偵,4,3,3,"【進化】【コスト1】：これは進化する。
【守護】"
BP18-025,俯瞰の捜査員,ロイヤル,フォロワー・エボルヴ,透京・探偵,-,4,4,"【守護】
【進化時】自分のデッキから透京・フォロワーを元のコストの合計が3以下になるように2枚まで探し、場に出す。"
BP18-026,ダークセイバー・メリッサ,ロイヤル,フォロワー,指揮官・プリンセス,4,6,4,"【突進】【指定攻撃】
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それのプレイヤーの場のカードが3枚以上なら、それを破壊する。これは【オーラ】とこのターン、「これはダメージを受けない」を持つ。"
BP18-027,ギガブレード,ロイヤル,アミュレット,透京・探偵,1,-,-,"これは能力によって破壊されず、消滅しない。
自分の場に透京・フォロワーが出たときか自分の場のフォロワーが進化したとき、自分の場の『ギガブレード』すべてにギガカウンター1個を置く。
【ファンファーレ】自分の場の『ギガブレード』すべてにギガカウンター2個を置く。自分の場に他の『ギガブレード』があるなら、これを墓場に置く。"
BP18-028,隘路の調査員,ロイヤル,フォロワー,透京・探偵,2,3,1,"【進化】【コスト1】：これは進化する。
【指定攻撃】
【ファンファーレ】自分の場の透京・カードが3枚以上なら、これは進化する。"
BP18-029,隘路の調査員,ロイヤル,フォロワー・エボルヴ,透京・探偵,-,4,2,"【指定攻撃】
【攻撃時】自分の場の『ギガブレード』すべてにギガカウンター2個を置く。"
BP18-030,マーセナリー・ルシウス,ロイヤル,フォロワー,傭兵,1,2,2,【ファンファーレ】【コスト3】：相手の場のフォロワー1体を選ぶ。それを破壊する。
BP18-031,異端の調査協力,ロイヤル,スペル,透京・探偵,1,-,-,自分のデッキから『全識の六銘伝・シンラ』1枚を探し、手札に加える。自分の場の『ギガブレード』すべてにギガカウンター2個を置く。
BP18-032,死角の観測員,ロイヤル,フォロワー,透京・探偵,1,1,1,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分の場の透京・カードが3枚以上なら、自分のリーダーは【体力】+2する。"
BP18-033,死角の観測員,ロイヤル,フォロワー・エボルヴ,透京・探偵,-,2,2,【進化時】自分のデッキの上3枚を見る。その中から、透京・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
BP18-034,蒼穹の提督・モニカ,ロイヤル,フォロワー,指揮官,5,4,4,"【進化】【コスト1】：これは進化する。
【攻撃時】相手の場のフォロワー1体を選ぶ。それに「自分の場のフォロワーの数」と同じダメージ。
【ファンファーレ】『ナイト』2体を場に出す。
―――――――――――――――
『ナイト』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP18-035,蒼穹の提督・モニカ,ロイヤル,フォロワー・エボルヴ,指揮官,-,5,5,【進化時】/【攻撃時】相手の場のフォロワー1体を選ぶ。それに「自分の場のフォロワーの数」と同じダメージ。
BP18-036,プリンセス・ティナ,ロイヤル,フォロワー,プリンセス,3,3,4,【ファンファーレ】自分のデッキから元のコスト1のフォロワー1枚を探し、EXエリアに置く。
BP18-037,ホーリーナイトベア,ロイヤル,フォロワー,兵士・獣,2,2,3,"【守護】
【ファンファーレ】【コスト2】：これは【攻撃力】+2/【体力】+2する。1枚引く。"
