card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP19-001,剪定の咎人・マガチヨ,エルフ,フォロワー,八獄・エルフ族,2,2,2,【進化】【コスト1】：これは進化する。
BP19-002,剪定の咎人・マガチヨ,エルフ,フォロワー・エボルヴ,八獄・エルフ族,-,3,3,"【疾走】
【進化時】相手の場のフォロワー1体を選ぶ。【コンボ_3】それに4ダメージ。
【超進化時】自分の場の他の八獄・フォロワーすべては【疾走】を持つ。"
BP19-003,香風の執行者・ウィムエル,エルフ,フォロワー,八獄・植物族・虫族,6,4,5,"【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに4ダメージ。
【ラストワード】これを場に出す。"
BP19-004,シンフォニアハート・ツヴァイ,エルフ,フォロワー,人形・キラー,2,2,1,"【ファンファーレ】EXエリアの『操り人形』2枚を消滅：『ヴィクトリア』1枚をEXエリアに置く。
【起動】これを【アクト】：自分の場の『操り人形』2体まで選ぶ。それは【攻撃力】+1/【体力】+1する。この能力は自分の墓場の人形・カードが3枚以上なら使える。
―――――――――――――――
『ヴィクトリア』【エルフ】人形・キラー・フォロワー【コスト0】【攻撃力】4/【体力】1これは場にいる限り、『操り人形』でもある。【突進】【指定攻撃】
【ファンファーレ】1枚引く。"
BP19-005,葉脈の舎弟頭,エルフ,フォロワー,八獄・エルフ族,2,2,2,"【進化】【コスト1】：これは進化する。
自分の場の八獄・フォロワーが進化したとき、【コンボ_3】1枚引く。"
BP19-006,葉脈の舎弟頭,エルフ,フォロワー・エボルヴ,八獄・エルフ族,-,3,3,"自分の場の八獄・フォロワーが進化したとき、【コンボ_3】1枚引く。
【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。"
BP19-007,芳気の看守,エルフ,フォロワー,八獄・植物族・虫族,6,6,6,"【守護】
【ファンファーレ】/【ラストワード】相手のリーダーすべてに3ダメージ。
【起動】手札のこれを捨てる：自分の場の八獄・フォロワー1体を選ぶ。それを破壊する。相手のリーダーすべてに1ダメージ。1枚引く。"
BP19-008,心有る共闘,エルフ,スペル,人形・キラー,5,-,-,"自分のデッキから元のコスト3以下の「カード名に『オーキス』を含むフォロワー」1枚と元のコスト3以下の「カード名に『ツヴァイ』を含むフォロワー」1枚を探し、場に出す。『操り人形』2枚をEXエリアに置く。
―――――――――――――――
『操り人形』【ニュートラル】人形・フォロワー【コスト1】【攻撃力】1/【体力】1【突進】"
BP19-009,若芽の組員,エルフ,フォロワー,八獄・エルフ族,1,1,1,"【進化】【コスト2】：これは進化する。
【ファンファーレ】【コンボ_3】これは進化する。"
BP19-010,若芽の組員,エルフ,フォロワー・エボルヴ,八獄・エルフ族,-,2,2,【進化時】自分のデッキの上4枚を見る。その中から、八獄・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
BP19-011,根際の刺客,エルフ,フォロワー,八獄・エルフ族,2,2,3,"自分の場の八獄・フォロワーが進化したとき、相手の場のフォロワー1体を選ぶ。【コンボ_3】それに3ダメージ。
【ファンファーレ】このターン、次に自分が八獄・カードをプレイする際、コストを-1する。"
BP19-012,ドールズトレーニング,エルフ,スペル,人形,3,-,-,"『操り人形』2体を場に出す。自分の場の人形・トークン・フォロワーすべては【攻撃力】+2して、【指定攻撃】を持つ。
―――――――――――――――
『操り人形』【ニュートラル】人形・フォロワー【コスト1】【攻撃力】1/【体力】1【突進】"
BP19-013,ビーストランサー,エルフ,フォロワー,獣,4,3,5,"【進化】【コスト1】：これは進化する。
【守護】
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに3ダメージ。"
BP19-014,ビーストランサー,エルフ,フォロワー・エボルヴ,獣,-,4,6,"【守護】
【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。"
BP19-015,森越えの商人,エルフ,フォロワー,商人・獣,4,4,3,"【突進】
【ファンファーレ】2枚引く。"
BP19-016,はぐれの人形使い,エルフ,フォロワー,人形,2,2,3,"【ファンファーレ】手札の人形・カード1枚を捨てる：1枚引く。『操り人形』2枚をEXエリアに置く。
―――――――――――――――
『操り人形』【ニュートラル】人形・フォロワー【コスト1】【攻撃力】1/【体力】1【突進】"
BP19-017,救援のエルフ,エルフ,フォロワー,エルフ族,2,3,2,"【突進】
【ファンファーレ】自分の場の「これと同名を除くカード」1枚を選ぶ。それを手札に戻す。（手札に戻ったトークンはゲームから取り除く）"
BP19-018,ゲイルピアース,エルフ,スペル,エルフ族,4,-,-,場のカード1枚を手札に戻す：相手の場のフォロワー1体を選ぶ。それに6ダメージ。それのリーダーに2ダメージ。（手札に戻ったトークンはゲームから取り除く）
BP19-019,出航の咎人・バルバロス,ロイヤル,フォロワー,八獄・盗賊,4,3,3,"【進化】【コスト1】：これは進化する。
これが場にいる限り、自分のターン中、自分がEXエリアの財宝・カードをプレイする際、コストを-1する。
【ファンファーレ】『戦慄の海賊旗』1枚をEXエリアに置く。"
BP19-020,出航の咎人・バルバロス,ロイヤル,フォロワー・エボルヴ,八獄・盗賊,-,4,4,"これが場にいる限り、自分のターン中、自分がEXエリアの財宝・カードをプレイする際、コストを-1する。
自分のターン中、自分が財宝・カードをプレイしたとき、下記から1つチョイスする。このターン、この能力でチョイスした選択肢はチョイスできない。【1】相手の場のフォロワー1体を選ぶ。それを破壊する。【2】相手のデッキの上2枚を墓場に置く。【3】自分のPPを2回復する。"
BP19-021,武皇の執行者・レーディエル,ロイヤル,フォロワー,八獄・指揮官,7,6,8,"【疾走】【守護】
【攻撃時】自分の場や自分のEXエリアの【ロイヤル】フォロワーが10枚なら、これをスタンドする。この能力は1ターンに2回働く。
【ファンファーレ】自分の場や自分のEXエリアの【ロイヤル】フォロワーが5枚以上なら、相手の場のフォロワーすべてを消滅させる。"
BP19-022,静寂のアナテマ・ギルダリア,ロイヤル,フォロワー,アナテマ・獣,5,4,4,"【進化】【コスト2】：これは進化する。
【ファンファーレ】『スティールナイト』1体と『ナイト』1体を場に出す。自分の場の【ロイヤル】カードが5枚なら、これは進化する。
―――――――――――――――
『スティールナイト』【ロイヤル】兵士・フォロワー【コスト2】【攻撃力】2/【体力】2
『ナイト』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP19-023,静寂のアナテマ・ギルダリア,ロイヤル,フォロワー・エボルヴ,アナテマ・獣,-,5,5,【進化時】相手の場のフォロワーすべてに4ダメージ。相手のリーダーすべてに2ダメージ。
BP19-024,尽忠の看守,ロイヤル,フォロワー,八獄・指揮官,4,3,4,"【進化】【コスト1】：これは進化する。
【守護】
【ファンファーレ】自分のデッキの上1枚をEXエリアに置く。"
BP19-025,尽忠の看守,ロイヤル,フォロワー・エボルヴ,八獄・指揮官,-,4,5,"【守護】
【進化時】下記から1つチョイスする。【1】自分のデッキから『尽忠の看守』1枚を探し、場に出す。【2】
【コスト3】：自分のデッキから『武皇の執行者・レーディエル』1枚を探し、場に出す。"
BP19-026,潮流の砲手,ロイヤル,フォロワー,八獄・盗賊,2,2,3,"自分が『戦慄の海賊旗』をプレイしたとき、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに1ダメージ。
【ファンファーレ】『戦慄の海賊旗』1枚をEXエリアに置く。
―――――――――――――――
『戦慄の海賊旗』【ロイヤル】八獄・盗賊・財宝・スペル【コスト1】自分の場の盗賊・フォロワー1体を選ぶ。それは【攻撃力】+1する。それが八獄・盗賊・フォロワーなら、相手のリーダーすべてに1ダメージ。"
BP19-027,休日の王女・プリム,ロイヤル,フォロワー,指揮官・プリンセス,2,1,1,"【ファンファーレ】自分のデッキからメイド・フォロワー1枚を探し、手札に加える。
【起動】【コスト1】これを【アクト】：自分の手札の『静かなるメイド・ノーニャ』1枚を場に出してよい。それは【守護】を持つ。"
BP19-028,荒波の副船長,ロイヤル,フォロワー,八獄・盗賊,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『戦慄の海賊旗』1枚をEXエリアに置く。
―――――――――――――――
『戦慄の海賊旗』【ロイヤル】八獄・盗賊・財宝・スペル【コスト1】自分の場の盗賊・フォロワー1体を選ぶ。それは【攻撃力】+1する。それが八獄・盗賊・フォロワーなら、相手のリーダーすべてに1ダメージ。"
BP19-029,荒波の副船長,ロイヤル,フォロワー・エボルヴ,八獄・盗賊,-,3,3,【進化時】自分のデッキから八獄・盗賊・フォロワー1枚を探し、手札に加える。
BP19-030,海原の斥候,ロイヤル,フォロワー,八獄・盗賊,1,2,2,"【ファンファーレ】『戦慄の海賊旗』1枚をEXエリアに置く。
―――――――――――――――
『戦慄の海賊旗』【ロイヤル】八獄・盗賊・財宝・スペル【コスト1】自分の場の盗賊・フォロワー1体を選ぶ。それは【攻撃力】+1する。それが八獄・盗賊・フォロワーなら、相手のリーダーすべてに1ダメージ。"
BP19-031,死地からの生還,ロイヤル,スペル,兵士,1,-,-,自分の墓場の兵士・フォロワー1枚を選ぶ。それをEXエリアに置く。それは【攻撃力】+1/【体力】+1する。
BP19-032,スイープフェルパー,ロイヤル,フォロワー,メイド・獣,3,2,2,"【進化】【コスト1】：これは進化する。
【疾走】
【攻撃時】1枚引く。"
BP19-033,スイープフェルパー,ロイヤル,フォロワー・エボルヴ,メイド・獣,-,3,3,"【疾走】
【攻撃時】1枚引く。
【進化時】相手の場のフォロワーすべてに1ダメージ。"
BP19-034,刃の盗賊,ロイヤル,フォロワー,兵士・盗賊,1,1,2,"【突進】
【ラストワード】『黄金の小剣』1枚をEXエリアに置く。
―――――――――――――――
『黄金の小剣』【ロイヤル】財宝・スペル【コスト2】相手の場のフォロワー1体を選ぶ。それに2ダメージ。相手の墓場が10枚以上なら、それのリーダーに2ダメージ。"
BP19-035,ヘヴィーウォーリアー,ロイヤル,フォロワー,兵士,5,5,5,"【守護】
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それとそれのリーダーに3ダメージ。"
BP19-036,忍具の放出,ロイヤル,スペル,忍者,2,-,-,相手の場のフォロワー1体を選ぶ。それに2ダメージ。1枚引く。自分の場に忍者・フォロワーがいるなら、代わりに3ダメージ。
BP19-037,一斉砲撃,ロイヤル,スペル,兵士,3,-,-,"相手の場のフォロワー1体を選ぶ。『シールドガーディアン』1体と『ナイト』1体を場に出す。それに「自分の場の【ロイヤル】フォロワーの数」と同じダメージ。
―――――――――――――――
『シールドガーディアン』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1【守護】
『ナイト』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP19-038,耽溺の咎人・セフィー,ウィッチ,フォロワー,八獄・錬金術師・禁忌,4,3,3,"【進化】【コスト1】：これは進化する。
【ファンファーレ】これの融合カウンター1個を取る：『多頭の実験体』1体を場に出す。
【起動】【融合】トークンでないフォロワー1枚：これに融合カウンター1個を置く。八獄・フォロワーを融合したなら、1枚引く。"
