card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP03-001,ビューティ＆ビースト,エルフ,フォロワー,獣・童話・プリンセス,6,5,7,"【突進】【オーラ】
【ファンファーレ】これに童話カウンター1つを置く。これが手札以外から場に出ていたなら、これは【疾走】を持つ。
【起動】【コスト1】これの童話カウンターを好きな数取る：これは【攻撃力】+X/【体力】+Xする。Xは「取った童話カウンターの数」である。"
BP03-002,コスモスファング,エルフ,フォロワー,精霊・植物族・獣,5,4,4,"【進化】【コスト1】場の他のフォロワー1体を手札に戻す：これは進化する。（手札に戻ったトークンはゲームから取り除く）
【ファンファーレ】自分のデッキから獣・フォロワー1枚を探し、手札に加える。それがコスト2以下なら、代わりに場に出してよい。"
BP03-003,コスモスファング,エルフ,フォロワー・エボルヴ,精霊・植物族・獣,-,5,5,【進化時】相手のフォロワー1体を選ぶ。それを手札に戻す。それがエボルヴフォロワーなら、代わりに破壊する。（手札に戻ったトークンはゲームから取り除く）
BP03-004,大魔法の妖精・リラ,エルフ,フォロワー,妖精・童話,3,1,4,"【起動】これを【アクト】：これに童話カウンター1つを置く。
【起動】【コスト1】これの童話カウンター1つを取る：相手のフォロワー1体を選ぶ。それを破壊する。"
BP03-005,ブロッサムウルフ・スレイド,エルフ,フォロワー,植物族・獣,2,2,2,"【進化】【コスト0】：これは進化する。この能力はこのターン、自分のカードが場から手札に戻っていたなら使える。
これが場から手札に戻ったとき、自分の手札のコスト2以下の【エルフ】フォロワー1枚を場に出してよい。"
BP03-006,ブロッサムウルフ・スレイド,エルフ,フォロワー・エボルヴ,植物族・獣,-,3,3,"これが場から手札に戻ったとき、自分の手札のコスト2以下の【エルフ】フォロワー1枚を場に出してよい。
【進化時】1枚引く。"
BP03-007,エルフの双撃,エルフ,スペル,エルフ族,2,-,-,相手のフォロワー2体まで選ぶ。それにXダメージを割りふる。Xは「自分のEXエリアのカードの枚数」である。
BP03-008,アックスガール・アビー,エルフ,フォロワー,狩人,3,3,4,【攻撃時】これは【攻撃力】+1する。その後、これの攻撃力が5以上なら、相手のリーダーすべてに2ダメージ。
BP03-009,ガーベラベアー,エルフ,フォロワー,植物族・獣,2,2,2,"【進化】【コスト1】：これは進化する。
自分のカードが場から手札に戻ったとき、自分のリーダーは【体力】+1する。"
BP03-010,ガーベラベアー,エルフ,フォロワー・エボルヴ,植物族・獣,-,3,3,"自分のカードが場から手札に戻ったとき、自分のリーダーは【体力】+1する。
【進化時】自分のデッキから『フラワーブリーズ』1枚を探し、手札に加える。"
