card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP13-001,宿命の狐火・セッカ,エルフ,フォロワー,荒野・狩人・獣,1,1,1,"【ファンファーレ】自分のデッキの上3枚を見る。その中から、元のコスト2以下の【エルフ】カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。元のコスト2以下の【エルフ】カードを公開したなら、自分の手札1枚を捨てる。
【起動】【コスト3】墓場のこれとカード2枚を消滅：自分のエボルヴデッキの『九火石炎・セッカ』1枚を場に出してよい。"
BP13-002,九火石炎・セッカ,エルフ,フォロワー・アドバンス,荒野・狩人・獣,3,3,3,【ファンファーレ】下記から1つチョイスする。【1】自分のデッキから『九尾の決意』1枚を探し、手札に加える。【2】自分の墓場の『九尾の決意』1枚を選ぶ。それを手札に加える。
BP13-003,瘴気の妖精姫・アリア,エルフ,フォロワー,妖精・プリンセス・キラー,3,3,3,"これはEXエリアからプレイできない。
【進化】【コスト1】：これは進化する。
これが場かEXエリアにある限り、自分の場の妖精・トークン・フォロワーすべては【突進】を持つ。
【ファンファーレ】『フェアリー』1枚をEXエリアに置く。
【ラストワード】これをEXエリアに置いてよい。"
BP13-004,瘴気の妖精姫・アリア,エルフ,フォロワー・エボルヴ,妖精・プリンセス・キラー,-,4,4,"これが場にいる限り、自分の場の妖精・トークン・フォロワーすべては【突進】を持つ。
【進化時】自分のデッキから元のコスト2以下の妖精・アミュレット1枚を探し、場に出す。
【ラストワード】これをEXエリアに置いてよい。"
BP13-005,オシャレハザード・ネルシャ,エルフ,フォロワー,エルフ族・キラー,2,2,2,"【進化】【コスト1】：これは進化する。
【攻撃時】相手の場のフォロワー1体を選ぶ。自分の墓場にある【エルフ】スペルのカード名の種類数が5種類以上なら、それは【攻撃力】-2/【体力】-2する。これは【攻撃力】+2/【体力】+2する。"
BP13-006,オシャレハザード・ネルシャ,エルフ,フォロワー・エボルヴ,エルフ族・キラー,-,3,3,"【攻撃時】相手の場のフォロワー1体を選ぶ。自分の墓場にある【エルフ】スペルのカード名の種類数が5種類以上なら、それは【攻撃力】-2/【体力】-2する。これは【攻撃力】+2/【体力】+2する。
【進化時】自分のデッキの上5枚を見る。その中から、【エルフ】スペル1枚を公開して手札に加えてよい。【エルフ】スペル1枚を墓場に置いてよい。残りを好きな順にデッキの下に置く。"
BP13-007,終末の番人・スピネ,エルフ,フォロワー,超克・キラー,5,3,3,"【起動】これを【アクト】墓場のカード3枚を消滅：『エッジアーティファクト』1体と『ミスティックアーティファクト』1体を場に出す。
―――――――――――――――
『エッジアーティファクト』【ニュートラル】超克・フォロワー【コスト5】【攻撃力】3/【体力】4【突進】【ドレイン】
『ミスティックアーティファクト』【ニュートラル】超克・フォロワー【コスト3】【攻撃力】2/【体力】3【守護】【ファンファーレ】1枚引く。"
BP13-008,九尾の決意,エルフ,スペル,荒野・狩人・獣,1,-,-,下記から2つまでチョイスする。【1】自分の場の『九火石炎・セッカ』1体を選ぶ。自分の消滅領域が9枚以上なら、それは【攻撃力】+2/【体力】+2して、【疾走】を持つ。【2】自分の場の「カード名に『セッカ』を含むフォロワー」1体と相手の場のフォロワー1体を選ぶ。前者は【攻撃力】+2/【体力】+2する。後者に「前者の攻撃力」と同じダメージ。
BP13-009,陽光のエルフ,エルフ,フォロワー,エルフ族,3,3,3,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分のEXエリアの妖精・トークン・フォロワーすべては【攻撃力】+1/【体力】+1する。"
BP13-010,陽光のエルフ,エルフ,フォロワー・エボルヴ,エルフ族,-,4,4,【進化時】自分のEXエリアの妖精・トークン・フォロワー2枚まで場に出す。
BP13-011,ワイルドリーダー,エルフ,フォロワー,狩人・獣,5,4,4,"【ファンファーレ】自分のデッキの上4枚を見る。その中から、獣・フォロワー1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
【起動】これを【アクト】：自分の手札の元のコスト4以下の獣・フォロワー1枚を場に出してよい。"
BP13-012,ワンダーツリー,エルフ,アミュレット,妖精,2,-,-,"【ファンファーレ】『フェアリー』1枚をEXエリアに置く。
【起動】これを【アクト】墓場に置く：2枚引く。この能力は自分のEXエリアの妖精・フォロワーが3枚以上なら使える。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP13-013,フォレストフェアリー,エルフ,フォロワー,妖精,2,2,2,【進化】【コスト1】：これは進化する。
BP13-014,フォレストフェアリー,エルフ,フォロワー・エボルヴ,妖精,-,3,3,"【進化時】『フェアリーウィスプ』1枚と『フェアリー』1枚をEXエリアに置く。自分のEXエリアの妖精・フォロワーが3枚以上なら、自分のリーダーは【体力】+2する。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP13-015,ブレードエルフ,エルフ,フォロワー,エルフ族,3,2,2,"【疾走】
【攻撃時】デッキの上3枚を消滅：これは【攻撃力】+1/【体力】+1する。"
BP13-016,ガザニアフォックス,エルフ,フォロワー,精霊・植物族・獣,2,2,2,"これをプレイする際、このターン、自分の「これと同名を除く獣・フォロワー」が場から手札に戻っていたなら、コストを-1する。
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに1ダメージ。自分の場に元のコスト5以上の獣・フォロワーがいるなら、代わりに4ダメージ。これは【オーラ】を持つ。"
BP13-017,大木の巨人,エルフ,フォロワー,精霊・植物族,6,5,6,"【守護】
自分のエンドフェイズが来たとき、相手の場のフォロワー1体を選ぶ。それをアクトする。それは次のそれのプレイヤーのスタートフェイズにスタンドしない。"
BP13-018,妖精の弓使い,エルフ,フォロワー,妖精・狩人,2,2,1,"【ファンファーレ】『フェアリー』1体を場に出す。自分のデッキの上3枚を見る。その中から、妖精・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP13-019,雷滅卿・アルベール,ロイヤル,フォロワー,指揮官・レヴィオン・キラー,6,3,5,"【進化】【コスト1】：これは進化する。
【疾走】
【ファンファーレ】場の他のレヴィオン・フォロワー1体を墓場に置く：相手の場のフォロワー1体を選ぶ。それを破壊する。"
BP13-020,雷滅卿・アルベール,ロイヤル,フォロワー・エボルヴ,指揮官・レヴィオン・キラー,-,4,6,"【疾走】
【攻撃時】相手の場のフォロワー1体まで選ぶ。それを破壊する。これは【攻撃力】+X/【体力】+Xする。Xは「このターン、場から墓場に置かれたフォロワーの数」である。
【起動】【コスト2】：これをスタンドする。この能力は自分の墓場のレヴィオン・カードが10枚以上なら使える。"
BP13-021,マグナゼロ,ロイヤル,フォロワー,機械・超克・マグナ・キラー,7,5,5,【ファンファーレ】自分のデッキの上10枚を消滅させる。相手のリーダーすべてと相手の場のフォロワーすべてに5ダメージ。自分の消滅領域が20枚以上なら、代わりに10ダメージ。自分の消滅領域が30枚以上なら、代わりに20ダメージ。
BP13-022,曙の乙女・セラ,ロイヤル,フォロワー,指揮官,4,4,3,"【進化】【コスト1】：これは進化する。
これが場にいる限り、自分の場のトークン・フォロワーすべては能力ダメージを受けない。
自分のターン中、自分の場に兵士・フォロワーが出たとき、自分のリーダーは【体力】+1する。"
BP13-023,曙の乙女・セラ,ロイヤル,フォロワー・エボルヴ,指揮官,-,5,4,"これが場にいる限り、自分の場のトークン・フォロワーすべては能力ダメージを受けない。
自分のターン中、自分の場に兵士・フォロワーが出たとき、自分のリーダーは【体力】+1する。
【進化時】『シールドガーディアン』3体を場に出す。
―――――――――――――――
『シールドガーディアン』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1【守護】"
BP13-024,生還の突撃兵,ロイヤル,フォロワー,兵士,1,3,1,"【指定攻撃】
これは相手のリーダーを攻撃できない。
自分のエンドフェイズが来たとき、自分の場に元のコスト3以上の指揮官・カードがあるなら、【コスト1】：自分の墓場のこれを場に出す。"
BP13-025,レヴィオンの正義,ロイヤル,スペル,指揮官・レヴィオン,3,-,-,"これをプレイする際、コストを+2してよい。
相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分のデッキから『レヴィオンデューク・ユリウス』1枚を探し、場に出す。コストを+2したなら、自分のデッキから『レヴィオンセイバー・アルベール』1枚を探し、場に出す。"
BP13-026,レヴィオンの見習い・ルネス,ロイヤル,フォロワー,兵士・レヴィオン,1,1,1,"【進化】【コスト3】：これは進化する。
【ファンファーレ】手札のレヴィオン・カード1枚を捨てる：自分のデッキから「カード名に『アルベール』を含む【ロイヤル】フォロワー」1枚を探し、手札に加える。"
BP13-027,レヴィオンの見習い・ルネス,ロイヤル,フォロワー・エボルヴ,兵士・レヴィオン,-,2,2,"自分のターン中、自分の場に「カード名に『アルベール』を含む【ロイヤル】フォロワー」が出たとき、【コスト1】：相手の場のフォロワー1体を選ぶ。それに3ダメージ。
【進化時】自分の手札の元のコストX以下の「カード名に『アルベール』を含む【ロイヤル】フォロワー」1枚を場に出してよい。Xは「自分のPP最大値」である。"
BP13-028,暴威の武人・ジェノ,ロイヤル,フォロワー,兵士・レヴィオン・獣・キラー,4,4,3,"これをプレイする際、元のコスト3以下の場のレヴィオン・フォロワー1体を墓場に置く：コストを-3する。
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに4ダメージ。"
BP13-029,キャットアドミラル,ロイヤル,フォロワー,指揮官・獣,1,2,2,"自分のターン中、自分の場に【ロイヤル】トークン・フォロワーが出たとき、相手の場のフォロワー1体を選ぶ。それに1ダメージ。
【ファンファーレ】【コスト3】：『スティールナイト』1体と『シールドガーディアン』1体を場に出す。
―――――――――――――――
『スティールナイト』【ロイヤル】兵士・フォロワー【コスト2】【攻撃力】2/【体力】2
『シールドガーディアン』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1【守護】"
BP13-030,レヴィオンの副団長・マイム,ロイヤル,フォロワー,指揮官・レヴィオン,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】相手の場のフォロワー1体を選ぶ。自分の墓場のレヴィオン・カードが5枚以上なら、それに3ダメージ。"
BP13-031,レヴィオンの副団長・マイム,ロイヤル,フォロワー・エボルヴ,指揮官・レヴィオン,-,3,3,【進化時】自分のデッキの上4枚を見る。その中から、レヴィオン・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
BP13-032,レヴィオンの魔術師・ミイム,ロイヤル,フォロワー,兵士・レヴィオン,1,2,2,"【守護】
自分のエンドフェイズが来たとき、自分の墓場のレヴィオン・カードが5枚以上なら、自分のリーダーは【体力】+1する。
【ファンファーレ】手札のレヴィオン・カード1枚を捨てる：1枚引く。"
BP13-033,レヴィオンの武闘家・メイム,ロイヤル,フォロワー,兵士・レヴィオン,2,3,2,"【突進】
自分の墓場にレヴィオン・カードが5枚以上ある限り、これは【指定攻撃】と「【攻撃時】これは【攻撃力】+2/【体力】+1する」を持つ。"
BP13-034,氷結の騎士,ロイヤル,フォロワー,兵士・ヒーロー,2,1,4,"【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに1ダメージ。自分の場に他のヒーロー・フォロワーがいるなら、代わりに4ダメージ。
【ラストワード】自分のデッキの上1枚を見る。その中から、ヒーロー・カード1枚をEXエリアに置いてよい。"
BP13-035,レヴィオンシスターズ登場！,ロイヤル,スペル,指揮官・兵士・レヴィオン,1,-,-,"これをプレイする際、コストを+4してよい。
自分のデッキから『レヴィオンの副団長・マイム』か『レヴィオンの魔術師・ミイム』か『レヴィオンの武闘家・メイム』1枚を探し、手札に加える。コストを+4したなら、代わりにそれぞれ1枚を探し、場に出す。"
BP13-036,マナリアクイーン・アン,ウィッチ,フォロワー,魔法使い・学院・プリンセス・キラー,2,2,2,"【ファンファーレ】手札の学院・カード1枚を捨てる：1枚引く。自分の墓場の学院・カードが5枚以上なら、『アンの大英霊』1枚をEXエリアに置く。
【起動】これを【アクト】：自分のエボルヴデッキの『イクシードブラスト』1枚をプレイしてよい。この能力は自分の墓場の学院・カードが15枚以上なら使える。"
BP13-037,プリズムブライト・ジオース,ウィッチ,フォロワー,魔法使い,3,3,3,"【進化】【コスト4】：これは進化する。
自分のエンドフェイズが来たとき、このターン、自分が魔法使い・フォロワーと魔法使い・スペルをプレイしていたなら、自分のEXエリアのこれに魔力カウンター1個を置く。
【起動】【コスト0】：自分の手札のこれをEXエリアに置く。自分の墓場の魔法使い・フォロワーと魔法使い・スペルがそれぞれ5枚以上なら、EXエリアのこれに魔力カウンター1個を置く。"
BP13-038,プリズムブライト・ジオース,ウィッチ,フォロワー・エボルヴ,魔法使い,-,5,5,【進化時】自分の墓場の元のコスト3以下の魔法使い・スペルをカード名が異なるようにX枚まで選ぶ。それをEXエリアに置く。Xは「これの魔力カウンターの数」である。このターン、それをプレイする際、コストを-3する。これの魔力カウンターすべてを取る。
BP13-039,イクシードブラスト,ウィッチ,スペル・アドバンス,魔法使い・学院・プリンセス・キラー,3,-,-,相手のリーダーすべてに8ダメージ。
BP13-040,セレスティアルスフィア・ミリカ,ウィッチ,フォロワー,錬金術師・星神,1,1,1,"【進化】【コスト2】：これは進化する。
【守護】
【ファンファーレ】自分のデッキの上5枚を見る。その中から、1枚を墓場に置く。残りを好きな順にデッキの下に置く。"
BP13-041,セレスティアルスフィア・ミリカ,ウィッチ,フォロワー・エボルヴ,錬金術師・星神,-,2,2,"【守護】
【進化時】相手の場のフォロワー1体を選ぶ。自分の墓場にあるカードの元のコストの種類数が6種類以上なら、それに4ダメージ。2枚引く。自分の手札1枚を捨てる。"
