card_code,name,class,card_type,sub_type,cost,attack,hp,effect
SD04-001,ファフニール,ドラゴン,フォロワー,竜族,8,7,8,【ファンファーレ】相手のフォロワーすべてに5ダメージ。
SD04-002,竜の託宣,ドラゴン,スペル,竜族,2,-,-,下記から1つチョイスする。【1】自分のPP最大値を+1する。【2】1枚引く。
SD04-003,ドラゴンウォーリア,ドラゴン,フォロワー,竜族,3,3,3,【進化】【コスト1】：これは進化する。
SD04-004,ドラゴンウォーリア,ドラゴン,フォロワー・エボルヴ,竜族,-,4,4,【進化時】相手のフォロワー1体を選ぶ。それに3ダメージ。
SD04-005,ドラゴニュートプリンセス,ドラゴン,フォロワー,ドラゴニュート・プリンセス,2,2,3,【ファンファーレ】【覚醒】状態なら、相手のフォロワー1体を選ぶ。それに4ダメージ。(自分のPP最大値が7以上なら、【覚醒】状態になる)
SD04-006,ドラゴンガード,ドラゴン,フォロワー,竜使い,4,4,5,"【守護】(これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない)
【ファンファーレ】【覚醒】状態なら、これは【攻撃力】+2/【体力】+2する。"
SD04-007,ファイアーリザード,ドラゴン,フォロワー,竜族,2,3,2,【ファンファーレ】相手のリーダー1人か相手のフォロワー1体を選ぶ。それに1ダメージ。
SD04-008,ドレッドドラゴン,ドラゴン,フォロワー,竜族,7,7,7,【ファンファーレ】相手のフォロワー1体を選ぶ。それに7ダメージ。
SD04-009,ルフ鳥,ドラゴン,フォロワー,獣,3,3,3,"【進化】【コスト0】：これは進化する。
【攻撃時】これは【攻撃力】+1する。"
SD04-010,ルフ鳥,ドラゴン,フォロワー・エボルヴ,獣,-,3,3,【攻撃時】これは【攻撃力】+1/【体力】+1する。
SD04-011,グリントドラゴン,ドラゴン,フォロワー,竜族,4,5,3,【ファンファーレ】相手のフォロワー1体を選ぶ。それに3ダメージ。
SD04-012,ドラゴンライダー,ドラゴン,フォロワー,竜使い,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】【覚醒】状態なら、『ドラゴン』1枚をEXエリアに置く。
―――――――――――――――
『ドラゴン』【ドラゴン】竜族・フォロワー【コスト4】【攻撃力】5/【体力】5"
SD04-013,ドラゴンライダー,ドラゴン,フォロワー・エボルヴ,竜使い,-,3,3,【進化時】【覚醒】状態なら、これは【攻撃力】+2する。(自分のPP最大値が7以上なら、【覚醒】状態になる)
SD04-014,海剣竜,ドラゴン,フォロワー,海洋,4,4,4,【ファンファーレ】【覚醒】状態なら、これは【疾走】を持つ。(【疾走】を持つフォロワーは、場に出たターンから攻撃できる)
SD04-015,ブレイジングブレス,ドラゴン,スペル,竜族,1,-,-,相手のフォロワー1体を選ぶ。それに2ダメージ。【覚醒】状態なら、代わりに4ダメージ。(自分のPP最大値が7以上なら、【覚醒】状態になる)
SD04-016,竜の翼,ドラゴン,スペル,竜族,3,-,-,フォロワーすべてに2ダメージ。【覚醒】状態なら、代わりに3ダメージ。(自分のPP最大値が7以上なら、【覚醒】状態になる)
SD04-017,ゴリアテ,ニュートラル,フォロワー,巨人,3,3,4,【進化】【コスト2】：これは進化する。
SD04-018,ゴリアテ,ニュートラル,フォロワー・エボルヴ,巨人,-,5,6,"嵐の如き猛威の前には、何もかもが無力だった。
瞬く間に街は壊滅し、物言わぬ瓦礫の山となった。"
SD04-019,天剣の乙女,ニュートラル,フォロワー,天使,5,4,6,【守護】(これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない)
SD04-020,エンジェルスナイプ,ニュートラル,スペル,天使,1,-,-,相手のフォロワー1体を選ぶ。それに2ダメージ。
SD04-LD01,ローウェン,ドラゴン,リーダー,-,-,-,-,
SD04-T01,ドラゴン,ドラゴン,フォロワー・トークン,竜族,4,5,5,
