card_code,name,class,card_type,sub_type,cost,attack,hp,effect
EBD01-001,自然の妖精姫・アリア,エルフ,フォロワー,妖精・プリンセス,1,1,1,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『フェアリー』2枚をEXエリアに置く。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
EBD01-002,自然の妖精姫・アリア,エルフ,フォロワー・エボルヴ,妖精・プリンセス,-,1,1,"【進化時】『フェアリー』1体を場に出す。
【超進化時】自分の場と自分のEXエリアの妖精・トークン・フォロワーすべては【攻撃力】+1/【体力】+1する。"
EBD01-003,リバースブレイダー・アマツ,エルフ,フォロワー,エルフ族・精霊,2,2,2,"【進化】【コスト1】：これは進化する。
【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）"
EBD01-004,リバースブレイダー・アマツ,エルフ,フォロワー・エボルヴ,エルフ族・精霊,-,3,3,"【守護】
【進化時】相手の場のフォロワー1体を選ぶ。自分のEXエリアのカードが3枚以上なら、それを破壊する。自分のEXエリアの妖精・カードが3枚以上なら、それのリーダーに2ダメージ。"
EBD01-005,瘴気の妖精姫・アリア,エルフ,フォロワー,妖精・プリンセス・キラー,3,3,3,"これはEXエリアからプレイできない。
【進化】【コスト1】：これは進化する。
これが場かEXエリアにある限り、自分の場の妖精・トークン・フォロワーすべては【突進】を持つ。
【ファンファーレ】『フェアリー』1枚をEXエリアに置く。
【ラストワード】これをEXエリアに置いてよい。"
EBD01-006,瘴気の妖精姫・アリア,エルフ,フォロワー・エボルヴ,妖精・プリンセス・キラー,-,4,4,"これが場にいる限り、自分の場の妖精・トークン・フォロワーすべては【突進】を持つ。（【突進】を持つフォロワーは、場に出たターンから相手のフォロワーを攻撃できる）
【進化時】自分のデッキから元のコスト2以下の妖精・アミュレット1枚を探し、場に出す。
【ラストワード】これをEXエリアに置いてよい。"
EBD01-007,揺蕩う意志・スピネ,エルフ,フォロワー,超克,3,1,3,"自分の場のフォロワーが進化したとき、自分のリーダーは【体力】+2する。
【ファンファーレ】自分の墓場の元のコスト2以下の【エルフ】フォロワー1枚を選ぶ。それをEXエリアに置く。このターン、それをプレイする際、コストを-2する。"
EBD01-008,クイーンセイバー・シンシア,エルフ,フォロワー,エルフ族,6,4,6,"これが場にいる限り、自分の場の妖精・トークンすべては【疾走】【指定攻撃】を持つ。
自分の場に妖精・トークンが出たとき、それは【攻撃力】+2する。
【ファンファーレ】『フェアリーウィスプ』1枚をEXエリアに置く。自分の場の妖精・トークンすべては【攻撃力】+2する。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1"
EBD01-009,フェアリーブレイダー・アマツ,エルフ,フォロワー,エルフ族・精霊,2,2,2,"【ファンファーレ】『フェアリー』1枚をEXエリアに置く。自分のEXエリアの妖精・フォロワーすべては【攻撃力】+1/【体力】+1する。
【起動】これを【アクト】：自分の場の元のコスト1以下の妖精・フォロワー2体まで選ぶ。それは【疾走】を持つ。（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
EBD01-010,薫交の天宮・バックウッド,エルフ,フォロワー,エルフ族・狩人,3,3,3,【進化】【コスト1】：これは進化する。
