card_code,name,class,card_type,sub_type,cost,attack,hp,effect
ETD02-001,プチゴースト・バケルス,ナイトメア,フォロワー,死者,1,1,1,"これは『ゴースト』でもある。
【進化】【コスト1】：これは進化する。
【ファンファーレ】自分の場に『ジャイアントゴースト』がいるなら、1枚引く。"
ETD02-002,プチゴースト・バケルス,ナイトメア,フォロワー・エボルヴ,死者,-,2,2,"これは『ゴースト』でもある。
【ラストワード】これをEXエリアに置く。"
ETD02-003,トリックデュラハン,ナイトメア,フォロワー,死者,2,3,2,"【ファンファーレ】『ゴースト』1枚をEXエリアに置く。【ネクロチャージ_10】代わりに3枚。（自分の墓場が10枚以上なら、【ネクロチャージ_10】の後の能力が働く）
―――――――――――――――
『ゴースト』【ナイトメア】死者・フォロワー【コスト1】【攻撃力】1/【体力】1【疾走】自分のエンドフェイズが来たとき、これは消滅する。"
ETD02-004,悪戯なネクロマンサー,ナイトメア,フォロワー,死霊術師,3,3,3,【進化】【コスト1】：これは進化する。
ETD02-005,悪戯なネクロマンサー,ナイトメア,フォロワー・エボルヴ,死霊術師,-,4,4,"【進化時】『ゴースト』3体を出す。
―――――――――――――――
『ゴースト』【ナイトメア】死者・フォロワー【コスト1】【攻撃力】1/【体力】1【疾走】自分のエンドフェイズが来たとき、これは消滅する。"
ETD02-006,ファントムハウル,ナイトメア,スペル,死者,3,-,-,"『ゴースト』4体を出す。
―――――――――――――――
『ゴースト』【ナイトメア】死者・フォロワー【コスト1】【攻撃力】1/【体力】1【疾走】自分のエンドフェイズが来たとき、これは消滅する。"
ETD02-007,ソウルコンバージョン,ナイトメア,スペル,死者,1,-,-,自分のフォロワー1体を選ぶ。それを破壊する。2枚引く。
ETD02-008,パンプキンネクロマンサー,ナイトメア,フォロワー,死者,3,3,3,"【ファンファーレ】『ジャイアントゴースト』1枚をEXエリアに置く。
―――――――――――――――
『ジャイアントゴースト』【ナイトメア】死者・フォロワー【コスト1】【攻撃力】3/【体力】3【守護】自分のメインフェイズが来たとき、これは消滅する。"
ETD02-009,パレードレイヴン,ナイトメア,フォロワー,死者,7,6,6,【ファンファーレ】他のフォロワー1体を墓場に置く：自分の墓場のコスト5以下のフォロワー1枚を選ぶ。それを場に出す。
ETD02-010,ミスチーフゾンビ,ナイトメア,フォロワー,死者,2,2,2,"【進化】【コスト2】：これは進化する。
【ファンファーレ】手札1枚を捨てる：『ゴースト』1体を出す。死者・カードを捨てたなら、1枚引く。
―――――――――――――――
『ゴースト』【ナイトメア】死者・フォロワー【コスト1】【攻撃力】1/【体力】1【疾走】自分のエンドフェイズが来たとき、これは消滅する。"
ETD02-011,ミスチーフゾンビ,ナイトメア,フォロワー・エボルヴ,死者,-,3,3,【進化時】自分の『ゴースト』1体を選ぶ。それは【必殺】を持つ。（【必殺】を持つフォロワーと交戦した相手のフォロワーは、ダメージを与え合ったあと破壊される）
ETD02-012,ソウルミニデビル,ナイトメア,フォロワー,魔界,2,3,2,自分のフォロワーが進化したとき、相手のリーダーすべてに2ダメージ。
ETD02-013,ボーンキマイラ,ナイトメア,フォロワー,死者,3,1,1,"【ネクロチャージ_7】これは【突進】【必殺】を持つ。（【突進】を持つフォロワーは、場に出たターンから相手のフォロワーを攻撃できる）
【ファンファーレ】自分のデッキの上3枚を墓場に置く。"
ETD02-014,スパルトイサージェント,ナイトメア,フォロワー,死者,2,2,3,【ファンファーレ】自分のデッキの上2枚を墓場に置く。
ETD02-015,ネクロカーニバル,ナイトメア,スペル,死者,3,-,-,"下記から1つチョイスする。【ネクロチャージ_10】代わりに2つまで。
【1】自分の墓場のコスト2以下のフォロワー1枚を選ぶ。それを場に出す。【2】『ゴースト』2体を出す。
―――――――――――――――
『ゴースト』【ナイトメア】死者・フォロワー【コスト1】【攻撃力】1/【体力】1【疾走】自分のエンドフェイズが来たとき、これは消滅する。"
ETD02-016,消えぬ怨恨,ナイトメア,スペル,死者,2,-,-,相手のフォロワー1体を選ぶ。それに3ダメージ。自分のデッキの上1枚を墓場に置く。
ETD02-017,ゴブリンマウントデーモン,ニュートラル,フォロワー,ゴブリン,5,6,6,"【進化】【コスト0】：これは進化する。
【守護】
【ファンファーレ】自分の他のフォロワーすべてに2ダメージ。"
ETD02-018,ゴブリンマウントデーモン,ニュートラル,フォロワー・エボルヴ,ゴブリン,-,7,7,【守護】
ETD02-019,エンジェルバレッジ,ニュートラル,スペル,天使,1,-,-,相手のフォロワーすべてに1ダメージ。
ETD02-LD01,真壁スバル,ナイトメア,リーダー,-,-,-,-,
ETD02-T01,ジャイアントゴースト,ナイトメア,フォロワー・トークン,死者,1,3,3,"【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）
自分のメインフェイズが来たとき、これは消滅する。"
ETD02-T02,ゴースト,ナイトメア,フォロワー・トークン,死者,1,1,1,"【疾走】（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）
自分のエンドフェイズが来たとき、これは消滅する。"
