card_code,name,class,card_type,sub_type,cost,attack,hp,effect
SD07-001,レヴィオンの迅雷・アルベール,ロイヤル,フォロワー,指揮官・レヴィオン,4,4,5,"【疾走】
【ファンファーレ】自分の場の他のレヴィオン・フォロワー1体を選ぶ。それは【攻撃力】+1する。
【起動】【コスト3】：これをスタンドする。この能力は自分の墓場の【ロイヤル】フォロワーが10枚以上なら、1ターンに1回使える。"
SD07-002,雷滅卿・アルベール,ロイヤル,フォロワー,指揮官・レヴィオン・キラー,6,3,5,"【進化】【コスト1】：これは進化する。
【疾走】
【ファンファーレ】場の他のレヴィオン・フォロワー1体を墓場に置く：相手の場のフォロワー1体を選ぶ。それを破壊する。"
SD07-003,雷滅卿・アルベール,ロイヤル,フォロワー・エボルヴ,指揮官・レヴィオン・キラー,-,4,6,"【疾走】
【攻撃時】相手の場のフォロワー1体まで選ぶ。それを破壊する。これは【攻撃力】+X/【体力】+Xする。Xは「このターン、場から墓場に置かれたフォロワーの数」である。
【起動】【コスト2】：これをスタンドする。この能力は自分の墓場のレヴィオン・カードが10枚以上なら使える。"
SD07-004,カースドクイーン・ナハト・ナハト,ロイヤル,フォロワー,荒野・指揮官,4,3,5,"【ファンファーレ】自分のデッキから元のコスト1の【ロイヤル】カード1枚を探し、EXエリアに置く。
【起動】【コスト0】：相手の場のフォロワー1体を選ぶ。それをアクトする。次のそれのプレイヤーのターン終了時まで、それを【箱詰め】状態にする。この能力は1ターンに1回使える。（【箱詰め】状態のフォロワーは、能力すべてを失い、スタートフェイズにスタンドしない）"
SD07-005,白翼の戦神・アイテール,ロイヤル,フォロワー,指揮官・光輝,3,2,3,"自分のエンドフェイズが来たとき、自分の墓場の【ロイヤル】フォロワーが7枚以上なら、自分の場のフォロワーすべては【攻撃力】+1/【体力】+1する。
【ファンファーレ】自分のデッキから指揮官・カードか兵士・カード1枚を探し、手札に加える。"
SD07-006,レヴィオンセイバー・アルベール,ロイヤル,フォロワー,指揮官・レヴィオン,4,3,5,"【進化】【コスト3】：これは進化する。
【疾走】（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）"
SD07-007,レヴィオンセイバー・アルベール,ロイヤル,フォロワー・エボルヴ,指揮官・レヴィオン,-,3,5,"【疾走】
【攻撃時】これをスタンドする。この能力は1ターンに1回働く。
【進化時】このターン、これは交戦ダメージを受けない。"
SD07-008,王断の天宮・スタチウム,ロイヤル,フォロワー,指揮官・貴族,3,3,3,【進化】【コスト1】：これは進化する。
SD07-009,王断の天宮・スタチウム,ロイヤル,フォロワー・エボルヴ,指揮官・貴族,-,4,4,"【進化時】『スティールナイト』1体と『シールドガーディアン』1体を場に出す。
【超進化時】自分の場の兵士・トークン・フォロワー2体まで選ぶ。それは【攻撃力】+1/【体力】+1して、【疾走】を持つ。
―――――――――――――――
『スティールナイト』【ロイヤル】兵士・フォロワー【コスト2】【攻撃力】2/【体力】2
『シールドガーディアン』【ロイヤル】兵士・フォロワー【コスト1】【攻撃力】1/【体力】1【守護】"
SD07-010,妖刀の鬼・ツバキ,ロイヤル,フォロワー,暗殺者・忍者,3,4,3,"自分の墓場に【ロイヤル】フォロワーが10枚以上ある限り、これは【疾走】を持つ。
【ファンファーレ】相手の場のフォロワー1体を選ぶ。自分の墓場の【ロイヤル】フォロワーが5枚以上なら、それを破壊する。"
SD07-011,レヴィオンの正義,ロイヤル,スペル,指揮官・レヴィオン,3,-,-,"これをプレイする際、コストを+2してよい。
相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分のデッキから『レヴィオンデューク・ユリウス』1枚を探し、場に出す。コストを+2したなら、自分のデッキから『レヴィオンセイバー・アルベール』1枚を探し、場に出す。"
SD07-012,レヴィオンアックス・ジェノ,ロイヤル,フォロワー,兵士・獣・レヴィオン,2,3,2,"これを自分の手札から捨てたとき、自分のデッキの上1枚を見る。その中から、レヴィオン・カード1枚を公開して手札に加えてよい。
自分の墓場にレヴィオン・カードが5枚以上ある限り、これは【疾走】を持つ。"
SD07-013,レヴィオンの見習い・ルネス,ロイヤル,フォロワー,兵士・レヴィオン,1,1,1,"【進化】【コスト3】：これは進化する。
【ファンファーレ】手札のレヴィオン・カード1枚を捨てる：自分のデッキから「カード名に『アルベール』を含む【ロイヤル】フォロワー」1枚を探し、手札に加える。"
SD07-014,レヴィオンの見習い・ルネス,ロイヤル,フォロワー・エボルヴ,兵士・レヴィオン,-,2,2,"自分のターン中、自分の場に「カード名に『アルベール』を含む【ロイヤル】フォロワー」が出たとき、【コスト1】：相手の場のフォロワー1体を選ぶ。それに3ダメージ。
【進化時】自分の手札の元のコストX以下の「カード名に『アルベール』を含む【ロイヤル】フォロワー」1枚を場に出してよい。Xは「自分のPP最大値」である。"
SD07-015,暴威の武人・ジェノ,ロイヤル,フォロワー,兵士・レヴィオン・獣・キラー,4,4,3,"これをプレイする際、元のコスト3以下の場のレヴィオン・フォロワー1体を墓場に置く：コストを-3する。
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに4ダメージ。"
SD07-016,レヴィオンデューク・ユリウス,ロイヤル,フォロワー,貴族・レヴィオン,2,0,4,【Q】【起動】これを【アクト】：相手の場のフォロワー1体を選ぶ。それに1ダメージ。
SD07-017,レヴィオンの副団長・マイム,ロイヤル,フォロワー,指揮官・レヴィオン,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】相手の場のフォロワー1体を選ぶ。自分の墓場のレヴィオン・カードが5枚以上なら、それに3ダメージ。"
SD07-018,レヴィオンの副団長・マイム,ロイヤル,フォロワー・エボルヴ,指揮官・レヴィオン,-,3,3,【進化時】自分のデッキの上4枚を見る。その中から、レヴィオン・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
SD07-019,レヴィオンの魔術師・ミイム,ロイヤル,フォロワー,兵士・レヴィオン,1,2,2,"【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）
自分のエンドフェイズが来たとき、自分の墓場のレヴィオン・カードが5枚以上なら、自分のリーダーは【体力】+1する。
【ファンファーレ】手札のレヴィオン・カード1枚を捨てる：1枚引く。"
SD07-020,レヴィオンの武闘家・メイム,ロイヤル,フォロワー,兵士・レヴィオン,2,3,2,"【突進】（【突進】を持つフォロワーは、場に出たターンから相手のフォロワーを攻撃できる）
自分の墓場にレヴィオン・カードが5枚以上ある限り、これは【指定攻撃】と「【攻撃時】これは【攻撃力】+2/【体力】+1する」を持つ。（【指定攻撃】を持つフォロワーは、スタンド状態のフォロワーを攻撃できる）"
SD07-021,レヴィオンシスターズ登場！,ロイヤル,スペル,指揮官・兵士・レヴィオン,1,-,-,"これをプレイする際、コストを+4してよい。
自分のデッキから『レヴィオンの副団長・マイム』か『レヴィオンの魔術師・ミイム』か『レヴィオンの武闘家・メイム』1枚を探し、手札に加える。コストを+4したなら、代わりにそれぞれ1枚を探し、場に出す。"
SD07-LD01,マリア＝マリス,ロイヤル,リーダー,-,-,-,-,
SD07-T01,スティールナイト,ロイヤル,フォロワー・トークン,兵士,2,2,2,
SD07-T02,シールドガーディアン,ロイヤル,フォロワー・トークン,兵士,1,1,1,【守護】
