card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP10-001,《吊るされた男》・ローフラッド,エルフ,フォロワー,アルカナ・精霊,2,2,2,"【進化】【コスト1】：これは進化する。
これは能力ダメージを受けない。これは能力によって破壊されない。（交戦ダメージでは破壊される）
【ファンファーレ】【コスト5】：自分のデッキから『真偽の逆転』1枚を探し、EXエリアに置く。このターン、それをプレイする際、コストを-8する。"
BP10-002,《吊るされた男》・ローフラッド,エルフ,フォロワー・エボルヴ,アルカナ・精霊,-,3,3,"これは能力ダメージを受けない。これは能力によって破壊されない。
【進化時】【コンボ_3】これは【攻撃力】+1/【体力】+1する。"
BP10-003,遺物の番人・ルチル,エルフ,フォロワー,超克,6,4,4,"【ファンファーレ】『エンシェントアーティファクト』1枚と『ミスティックアーティファクト』1枚の中から、1枚を場に出す。1枚をEXエリアに置く。
【起動】これを【アクト】EXエリアのカードを元のコストがすべて異なるように5枚消滅：自分のエボルヴデッキの『神秘の遺物・スピネ＆ルチル』1枚を場に出してよい。"
BP10-004,神秘の遺物・スピネ＆ルチル,エルフ,フォロワー・アドバンス,超克,10,6,6,"自分のエンドフェイズが来たとき、これをスタンドする。
相手の場にフォロワーが出たとき、これを【アクト】：場に出たフォロワー1体に6ダメージ。
【ファンファーレ】相手のリーダーすべてと相手の場のフォロワーすべてに6ダメージ。自分のデッキの上2枚を見る。その中から、2枚までEXエリアに置いてよい。残りを墓場に置く。"
BP10-005,マドロスエルフ,エルフ,フォロワー,アルカナ・エルフ族,2,1,1,"【進化】【コスト1】：これは進化する。
自分の場に傭兵・フォロワーが出たとき、それは【攻撃力】+1/【体力】+1して、【突進】を持つ。"
BP10-006,マドロスエルフ,エルフ,フォロワー・エボルヴ,アルカナ・エルフ族,-,2,2,"自分の場に傭兵・フォロワーが出たとき、それは【攻撃力】+1/【体力】+1して、【突進】を持つ。
【進化時】自分のデッキの上4枚を見る。その中から、元のコスト2以下のフォロワー1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。このターン、それをプレイする際、コストを-2する。"
BP10-007,アネモネタイガー,エルフ,フォロワー,植物族・獣,2,2,3,"【守護】
【ファンファーレ】場の「これと同名を除く獣・フォロワー」1体を手札に戻す：自分のデッキから『サルビアパンサー』1枚を探し、手札に加える。（手札に戻ったトークンはゲームから取り除く）"
BP10-008,真偽の逆転,エルフ,スペル,アルカナ・精霊,8,-,-,場のカードすべてを破壊する。EXエリアのカードすべてを墓場に置く。自分の手札すべてを捨てる。自分のデッキの上5枚を見る。その中から、好きな枚数EXエリアに置いてよい。残りを墓場に置く。
BP10-009,サルビアパンサー,エルフ,フォロワー,植物族・獣,3,3,2,"これをプレイする際、このターン、自分の「これと同名を除く獣・フォロワー」が場から手札に戻っていたなら、コストを-2する。
【進化】【コスト2】：これは進化する。
【疾走】"
BP10-010,サルビアパンサー,エルフ,フォロワー・エボルヴ,植物族・獣,-,4,3,"【疾走】
【進化時】元のコスト3以下の相手の場のフォロワー1体を選ぶ。それを手札に戻す。（手札に戻ったトークンはゲームから取り除く）"
BP10-011,喝采の獣使い,エルフ,フォロワー,アルカナ・エルフ族,4,3,3,"【ファンファーレ】自分のデッキの上3枚を見る。その中から、1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
【起動】これを【アクト】：相手の場のフォロワー1体を選ぶ。それに「自分のEXエリアにあるカードの元のコストの種類数」と同じダメージ。"
