card_code,name,class,card_type,sub_type,cost,attack,hp,effect
SD01-001,フェアリープリンセス・アリア,エルフ,フォロワー,妖精・プリンセス,6,5,5,"【守護】
これがいる限り、自分の他の妖精・フォロワーすべては【突進】を持つ。
【ファンファーレ】『フェアリー』9枚の中から、好きな枚数を場に出す。好きな枚数をEXエリアに置く。"
SD01-002,ティターニアの妖精郷,エルフ,アミュレット,妖精・プリンセス,2,-,-,"これがある限り、自分の妖精・トークンすべては【指定攻撃】を持つ。
自分の場に妖精・トークンが出たとき、それは【攻撃力】+1/【体力】+1する。
【ファンファーレ】自分の妖精・トークンすべては【攻撃力】+1/【体力】+1する。"
SD01-003,ローズガーデンキーパー,エルフ,フォロワー,植物族,3,3,3,【進化】【コスト1】：これは進化する。
SD01-004,ローズガーデンキーパー,エルフ,フォロワー・エボルヴ,植物族,-,4,4,【進化時】相手のフォロワー1体を選ぶ。それを手札に戻す。【コンボ_3】1枚引く。（手札に戻ったトークンはゲームから取り除く）
SD01-005,ワルツフェアリー,エルフ,フォロワー,妖精,3,3,3,"【ファンファーレ】【ラストワード】『フェアリー』1枚をEXエリアに置く。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD01-006,フェアリーキャスター,エルフ,フォロワー,エルフ族,4,3,3,"【ファンファーレ】『フェアリー』3枚を、場が上限になるまで出す。残りをEXエリアに置く。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD01-007,メタルエルフメイジ,エルフ,フォロワー,エルフ族,2,3,2,【ファンファーレ】相手のフォロワー1体を選ぶ。それに1ダメージ。【コンボ_3】代わりに3ダメージ。(このターン中にこれを含めて3枚以上プレイしていたなら、【コンボ_3】の後の能力が働く)
SD01-008,大狼,エルフ,フォロワー,獣,4,5,5,自分の場に他のフォロワーが出たとき、これは【攻撃力】+1/【体力】+1する。
SD01-009,トレント,エルフ,フォロワー,精霊,3,3,3,"【進化】【コスト2】：これは進化する。
【ファンファーレ】【コンボ_3】これの【進化】コストを0にする。(このターン中にこれを含めて3枚以上プレイしていたなら、【コンボ_3】の後の能力が働く)"
SD01-010,トレント,エルフ,フォロワー・エボルヴ,精霊,-,5,5,"森の民の祈りにより、大樹は外敵に牙を剥く。
森の民が祈り続ける限り、樹人はその力を発揮し続ける。"
SD01-011,ウォーターフェアリー,エルフ,フォロワー,妖精,1,1,1,"【進化】【コスト2】：これは進化する。
【ラストワード】『フェアリー』1枚をEXエリアに置く。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD01-012,ウォーターフェアリー,エルフ,フォロワー・エボルヴ,妖精,-,2,2,"【進化時】『フェアリー』1体を出す。
【ラストワード】『フェアリー』1枚をEXエリアに置く。"
SD01-013,放浪するエルフ,エルフ,フォロワー,エルフ族,2,2,3,"【指定攻撃】(【指定攻撃】を持つフォロワーは、スタンド状態のフォロワーを攻撃できる)
これは【守護】を無視して攻撃できる。"
SD01-014,フェアリーサークル,エルフ,スペル,妖精,1,-,-,"『フェアリー』3枚をEXエリアに置く。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD01-015,森の聖域,エルフ,アミュレット,精霊,1,-,-,"【ファンファーレ】自分の妖精・フォロワー1体を選ぶ。それは【攻撃力】+1する。
【起動】【コスト1】これを【アクト】：これを手札に戻す。"
SD01-016,森荒らしへの報い,エルフ,スペル,エルフ族,2,-,-,"相手のフォロワー1体を選ぶ。それに3ダメージ。『フェアリー』1枚をEXエリアに置く。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD01-017,ゴブリン,ニュートラル,フォロワー,ゴブリン,1,2,2,【進化】【コスト4】：これは進化する。
SD01-018,ゴブリン,ニュートラル,フォロワー・エボルヴ,ゴブリン,-,4,4,"多少なりとも心得のある者なら、恐れる必要もねぇ。
とはいえ、武装してる奴らには注意しろよ。"
SD01-019,エンジェルスナイプ,ニュートラル,スペル,天使,1,-,-,相手のフォロワー1体を選ぶ。それに2ダメージ。
SD01-020,エンジェルバレッジ,ニュートラル,スペル,天使,1,-,-,相手のフォロワーすべてに1ダメージ。
SD01-LD01,アリサ,エルフ,リーダー,-,-,-,-,
SD01-T01,フェアリー,エルフ,フォロワー・トークン,妖精,1,1,1,
