card_code,name,class,card_type,sub_type,cost,attack,hp,effect
CP04-001,コッコロ,エルフ,フォロワー,プリコネ・美食殿,1,1,1,"【ファンファーレ】自分のリーダーは【体力】+1する。
----------
【進化】【コスト1】：これは進化する。
【ファンファーレ】【コスト2】：これは『アメスアミュレット』1枚を装備する。
―――――――――――――――
『アメスアミュレット』【エルフ】プリコネ・美食殿・イクイップメント【コスト2】これを装備しているフォロワーは「【起動】これを【アクト】：自分の場のフォロワーすべては【攻撃力】+1/【体力】+1する」を持つ。"
CP04-002,コッコロ,エルフ,フォロワー・エボルヴ,プリコネ・美食殿,-,2,2,"【進化時】1枚引く。
【超進化時】自分のリーダーは【体力】+2する。1枚引く。"
CP04-003,エリス,エルフ,フォロワー,プリコネ,4,4,3,"【起動】これを【アクト】：自分の場の他のプリコネ・フォロワー1体を選ぶ。それは【攻撃力】+1/【体力】+1する。これを含めず、このターン中に自分の能力が3回以上発動していたなら、それは【疾走】を持つ。
----------
【ファンファーレ】自分のデッキの上4枚を見る。その中から、プリコネ・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。このターン、次に自分がプリコネ・カードをプレイする際、コストを-2する。"
CP04-004,ネフィ＝ネラ,エルフ,フォロワー,プリコネ・〈ジオ・ゲヘナ〉,5,3,4,"【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分のデッキの上1枚をEXエリアに置く。
----------
これが場にいる限り、自分がEXエリアの元のコスト1のプリコネ・フォロワーをプレイする際、コストを-1する。
自分の場の他のフォロワーの能力が発動したとき、自分のデッキの上1枚をEXエリアに置く。"
CP04-005,シオリ,エルフ,フォロワー,プリコネ・エリザベスパーク,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分の場のプリコネ・フォロワー1体を選ぶ。それをスタンドする。このターン、それは相手を攻撃できない。"
CP04-006,シオリ,エルフ,フォロワー・エボルヴ,プリコネ・エリザベスパーク,-,3,3,【進化時】相手のリーダーすべてに2ダメージ。
CP04-007,アネモネ,エルフ,フォロワー,プリコネ・〈ジオ・ゲヘナ〉,1,1,2,"【ファンファーレ】相手のリーダーすべてに1ダメージ。自分のリーダーは【体力】+1する。
----------
【守護】
EXエリアにこれが置かれたとき、相手のリーダーすべてに1ダメージ。自分のリーダーは【体力】+1する。"
CP04-008,マコト,エルフ,フォロワー,プリコネ・カォン,2,3,2,【ファンファーレ】場のカード3枚を【アクト】：相手の場のフォロワー1体を選ぶ。それに4ダメージ。それのリーダーに2ダメージ。
CP04-009,リノ,エルフ,フォロワー,プリコネ・ラビリンス,1,1,1,"【進化】【コスト2】：これは進化する。
【ファンファーレ】これがEXエリアからプレイされていたなら、これは進化する。"
CP04-010,リノ,エルフ,フォロワー・エボルヴ,プリコネ・ラビリンス,-,2,2,【進化時】相手の場のフォロワーすべてに1ダメージ。
CP04-011,クルル,エルフ,フォロワー,プリコネ・〈ジオ・テオゴニア〉,2,0,4,"【起動】これのかばばん君カウンター2個を取る：自分のリーダーは【体力】+2する。1枚引く。
----------
自分のエンドフェイズが来たとき、これにかばばん君カウンター1個を置く。
【ファンファーレ】これが手札以外から場に出ていたなら、これにかばばん君カウンター2個を置く。"
CP04-012,ネア,エルフ,フォロワー,プリコネ・〈レイジ・レギオン〉,2,2,3,"【起動】これを【アクト】：次の相手のターン中、これは「これがアクト状態で場にいる限り、相手の場のフォロワーすべては、可能ならターンごとに1回、攻撃する」を持つ。
----------
【守護】
【ラストワード】相手の場のフォロワー1体を選ぶ。それは次のそれのプレイヤーのスタートフェイズにスタンドしない。"
CP04-013,リマ,エルフ,フォロワー,プリコネ・エリザベスパーク,1,3,3,"これは自分のターンが5ターン目かそれ以降でないなら、プレイできない。
【進化】【コスト1】：これは進化する。
【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）"
CP04-014,リマ,エルフ,フォロワー・エボルヴ,プリコネ・エリザベスパーク,-,4,4,"【進化時】自分のリーダーは【体力】+3する。
----------
【守護】"
CP04-015,アオイ,エルフ,フォロワー,プリコネ・フォレスティエ,1,2,1,【起動】これを【アクト】：相手の場のフォロワー1体を選ぶ。それは【攻撃力】-1/【体力】-1する。
CP04-016,ネビア,エルフ,フォロワー,プリコネ,2,3,2,"【攻撃時】このターン、これはダメージを受けない。
----------
【突進】（【突進】を持つフォロワーは、場に出たターンから相手のフォロワーを攻撃できる）
【ファンファーレ】場の他のカード1枚をEXエリアに置く：相手の場のフォロワー1体を選ぶ。それをアクトする。"
CP04-017,スズナ,エルフ,フォロワー,プリコネ・ルーセント学院,3,5,5,"【起動】これを【アクト】：相手の場のフォロワー1体を選ぶ。それに3ダメージ。
----------
【ファンファーレ】自分の手札1枚を捨てる。"
CP04-018,オーロラヒーリング,エルフ,スペル,プリコネ・美食殿,1,-,-,自分の場のプリコネ・フォロワー1体を選ぶ。それをスタンドする。このターン、それは相手を攻撃できない。それの元のコストが1なら、1枚引く。
CP04-019,ペコリーヌ,ロイヤル,フォロワー,プリコネ・美食殿,3,3,3,"【進化】【コスト1】：これは進化する。
【守護】
【ファンファーレ】【コスト2】：これは『プリンセスソード』1枚を装備する。
―――――――――――――――
『プリンセスソード』【ロイヤル】プリコネ・美食殿・イクイップメント【コスト2】これを装備しているフォロワーが与えるダメージを+2する。これを装備しているフォロワーが受けるダメージを-2する。"
CP04-020,ペコリーヌ,ロイヤル,フォロワー・エボルヴ,プリコネ・美食殿,-,4,4,"【進化時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。
----------
【守護】
【超進化時】相手のリーダーすべてに4ダメージ。"
CP04-021,クリスティーナ,ロイヤル,フォロワー,プリコネ・NIGHTMARE・七冠,5,4,4,"【攻撃時】手札1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに5ダメージ。
----------
【疾走】
【ファンファーレ】【コスト2】：これは『聖域剣アヴァロン』1枚を装備する。"
CP04-022,ラビリスタ,ロイヤル,フォロワー,プリコネ・ラビリンス・七冠,1,2,2,"【起動】これを【アクト】：これは【攻撃力】+1する。
----------
自分のエンドフェイズが来たとき、自分の場の元のコスト1のフォロワーの攻撃力の合計が10以上なら、相手の場のフォロワーすべてに2ダメージ。
【ファンファーレ】自分の場のフォロワーが4体以上なら、これは『クイーンズコンソール』1枚を装備する。"
CP04-023,ジュン,ロイヤル,フォロワー,プリコネ・NIGHTMARE,4,3,4,"【進化】【コスト1】：これは進化する。
【守護】"
CP04-024,ジュン,ロイヤル,フォロワー・エボルヴ,プリコネ・NIGHTMARE,-,4,5,"【進化時】自分のデッキから「これと同名を除くNIGHTMARE・フォロワー」2枚まで探し、EXエリアに置く。このターン、次に自分がNIGHTMARE・フォロワーをプレイする際、コストを-2する。
----------
【守護】"
CP04-025,リリ,ロイヤル,フォロワー,プリコネ・アルターメイデン,5,4,3,"【ファンファーレ】/【攻撃時】1枚引く。自分の手札の元のコスト2以下のフォロワー1枚を場に出してよい。
----------
【突進】"
CP04-026,クレジッタ,ロイヤル,フォロワー,プリコネ・リッチモンド商工会,4,3,4,"【起動】これを【アクト】：相手の場のフォロワー1体を選ぶ。このターン、それが受けるダメージを+2する。
----------
【ファンファーレ】自分のデッキから「カード名に『ペコリーヌ』を含むフォロワー」1枚を探し、EXエリアに置く。このターン、それをプレイする際、コストを-3する。"
CP04-027,トモ,ロイヤル,フォロワー,プリコネ・NIGHTMARE,2,2,1,"【進化】【コスト2】：これは進化する。
【疾走】（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）
【ファンファーレ】自分の場のプリコネ・フォロワーが4体以上なら、これは進化する。"
CP04-028,トモ,ロイヤル,フォロワー・エボルヴ,プリコネ・NIGHTMARE,-,3,2,"【攻撃時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。
----------
【疾走】"
CP04-029,シズル,ロイヤル,フォロワー,プリコネ・ラビリンス,3,2,4,"【起動】これを【アクト】：相手の場のフォロワー1体を選ぶ。それに1ダメージ。自分のリーダーは【体力】+1する。
----------
【守護】
【ファンファーレ】自分のデッキから元のコスト1の【進化】を持つプリコネ・フォロワー1枚を探し、EXエリアに置く。"
CP04-030,ルカ,ロイヤル,フォロワー,プリコネ・トワイライトキャラバン,2,3,3,"【起動】【コスト1】これを【アクト】：相手の場のフォロワー1体を選ぶ。それに2ダメージ。
----------
【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）"
CP04-031,タマキ,ロイヤル,フォロワー,プリコネ・メルクリウス財団,1,1,1,"【進化】【コスト1】：これは進化する。
【疾走】（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）"
CP04-032,タマキ,ロイヤル,フォロワー・エボルヴ,プリコネ・メルクリウス財団,-,2,2,"【攻撃時】相手の場の攻撃力3以上のフォロワー1体を選ぶ。それに2ダメージ。
----------
【疾走】"
