card_code,name,class,card_type,sub_type,cost,attack,hp,effect
SD06-001,スカルフェイン,ビショップ,フォロワー,狂信・偶像,7,6,6,"自分のアミュレットが場を離れたとき、相手のリーダーすべてと相手のフォロワーすべてに2ダメージ。
【ファンファーレ】自分のデッキの上4枚を見る。その中から、アミュレット1枚を場に出してよい。残りを墓場に置く。"
SD06-002,夢想の白兎,ビショップ,アミュレット,信仰,0,-,-,"【起動】これを【アクト】墓場に置く：相手のフォロワー1体を選ぶ。それをアクトする。
【起動】【コスト10】これを【アクト】墓場に置く：フォロワーすべてを消滅させる。"
SD06-003,鉄槌の僧侶,ビショップ,フォロワー,信仰,3,3,3,【進化】【コスト1】：これは進化する。
SD06-004,鉄槌の僧侶,ビショップ,フォロワー・エボルヴ,信仰,-,4,4,【進化時】体力3以下の相手のフォロワー1体を選ぶ。それを消滅させる。
SD06-005,破邪の光,ビショップ,スペル,信仰,4,-,-,相手のフォロワー1体を選ぶ。それを消滅させる。自分のリーダーは【体力】+2する。
SD06-006,二対の炎,ビショップ,アミュレット,信仰・獣,4,-,-,"【ファンファーレ】『ホーリータイガー』1体を出す。
【起動】【コスト2】これを【アクト】墓場に置く：『ホーリータイガー』1体を出す。
―――――――――――――――
『ホーリータイガー』【ビショップ】獣・フォロワー【コスト4】【攻撃力】4/【体力】4【突進】"
SD06-007,残忍な修道女,ビショップ,フォロワー,狂信,4,3,3,【ファンファーレ】自分の墓場のコスト5以下のアミュレット1枚を選ぶ。それを場に出す。
SD06-008,スネークプリースト,ビショップ,フォロワー,狂信,1,1,3,【守護】(これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない)
SD06-009,アーデントシスター,ビショップ,フォロワー,信仰,2,2,2,"【進化】【コスト1】：これは進化する。
【守護】
相手のターン中、これが与えるダメージを+1する。"
SD06-010,アーデントシスター,ビショップ,フォロワー・エボルヴ,信仰,-,3,3,"【守護】
相手のターン中、これが与えるダメージを+2する。"
SD06-011,ガーディアンシスター,ビショップ,フォロワー,信仰,3,3,3,"【進化】【コスト1】：これは進化する。
【守護】
【ファンファーレ】自分の場にアミュレットがあるなら、これは【体力】+1する。"
SD06-012,ガーディアンシスター,ビショップ,フォロワー・エボルヴ,信仰,-,4,4,"【守護】
【進化時】自分のリーダーは【体力】+2する。"
SD06-013,気高き教理,ビショップ,スペル,信仰,1,-,-,自分のデッキの上5枚を見る。その中から、アミュレット1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
SD06-014,死の宣告,ビショップ,アミュレット,狂信,3,-,-,"これはアクト状態で場に出る。
【起動】これを【アクト】墓場に置く：相手のフォロワー1体を選ぶ。それを破壊する。"
SD06-015,白翼への祈り,ビショップ,アミュレット,信仰・鳥族,1,-,-,"【起動】【コスト1】これを【アクト】墓場に置く：『ホーリーファルコン』1体を出す。
―――――――――――――――
『ホーリーファルコン』【ビショップ】鳥族・フォロワー【コスト3】【攻撃力】2/【体力】2【疾走】"
SD06-016,聖獣への誓い,ビショップ,アミュレット,信仰・獣,2,-,-,"これはアクト状態で場に出る。
【起動】【コスト1】これを【アクト】墓場に置く：『ホーリータイガー』1体を出す。
―――――――――――――――
『ホーリータイガー』【ビショップ】獣・フォロワー【コスト4】【攻撃力】4/【体力】4【突進】"
SD06-017,天剣の乙女,ニュートラル,フォロワー,天使,5,4,6,【守護】(これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない)
SD06-018,ヒーリングエンジェル,ニュートラル,フォロワー,天使,3,2,4,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分のリーダーは【体力】+1する。"
SD06-019,ヒーリングエンジェル,ニュートラル,フォロワー・エボルヴ,天使,-,3,5,【進化時】自分のリーダーは【体力】+2する。
SD06-020,エンジェルスナイプ,ニュートラル,スペル,天使,1,-,-,相手のフォロワー1体を選ぶ。それに2ダメージ。
SD06-LD01,イリス,ビショップ,リーダー,-,-,-,-,
SD06-T01,ホーリーファルコン,ビショップ,フォロワー・トークン,鳥族,3,2,2,【疾走】(【疾走】を持つフォロワーは、場に出たターンから攻撃できる)
SD06-T02,ホーリータイガー,ビショップ,フォロワー・トークン,獣,4,4,4,【突進】(【突進】を持つフォロワーは、場に出たターンから相手のフォロワーを攻撃できる)
