card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP06-001,フォレストエース・リマーガ,エルフ,フォロワー,挑戦者・狩人,6,4,4,"【進化】【コスト2】：これは進化する。
【疾走】【必殺】
【ファンファーレ】自分のデッキの上4枚を見る。その中から、元のコスト4以下の狩人・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。"
BP06-002,フォレストエース・リマーガ,エルフ,フォロワー・エボルヴ,挑戦者・狩人,-,5,5,"【疾走】【必殺】
【進化時】自分のデッキの上4枚を見る。その中から、元のコスト4以下の狩人・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。"
BP06-003,フェアリーブレイダー・アマツ,エルフ,フォロワー,エルフ族・精霊,2,2,2,"【ファンファーレ】『フェアリー』1枚をEXエリアに置く。自分のEXエリアの妖精・フォロワーすべては【攻撃力】+1/【体力】+1する。
【起動】これを【アクト】：元のコスト1以下の自分の場の妖精・フォロワー2体まで選ぶ。それは【疾走】を持つ。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP06-004,プラントエルフ,エルフ,フォロワー,エルフ族,2,2,3,【ファンファーレ】EXエリアの妖精・トークン1枚を消滅：自分のデッキの上4枚を見る。その中から、【エルフ】カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
BP06-005,原生林の族長,エルフ,フォロワー,狩人,4,3,3,"【進化】【コスト2】：これは進化する。
【ファンファーレ】これが能力によって場に出ていたなら、これは進化する。"
BP06-006,原生林の族長,エルフ,フォロワー・エボルヴ,狩人,-,4,4,【進化時】自分の墓場の元のコスト2以下の狩人・フォロワー2枚まで選ぶ。それを場に出す。
BP06-007,フェアリードラゴン,エルフ,フォロワー,妖精・精霊,2,0,4,"【守護】
【ファンファーレ】これは【攻撃力】+Xする。Xは「自分の場と自分のEXエリアの妖精・トークンの枚数の合計」である。
【ラストワード】『フェアリーウィスプ』1枚と『フェアリー』1枚をEXエリアに置く。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP06-008,森林の撃砕者,エルフ,フォロワー,狩人,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】これが能力によって場に出ていたなら、これは【疾走】を持つ。"
BP06-009,森林の撃砕者,エルフ,フォロワー・エボルヴ,狩人,-,3,3,【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。
BP06-010,アサルトジャガー,エルフ,フォロワー,狩人,3,4,1,"【突進】
【ラストワード】自分のデッキの上2枚を見る。その中から、狩人・カード1枚を公開して手札に加えてよい。残りを墓場に置く。"
BP06-011,スピリットシャイン,エルフ,スペル,精霊,1,-,-,"下記から1つチョイスする。【1】自分の場か自分のEXエリアの妖精・トークン1枚を選ぶ。それは【攻撃力】+2/【体力】+2する。【2】『フェアリー』2枚をEXエリアに置く。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP06-012,密林の守人,エルフ,フォロワー,狩人,2,3,2,"【守護】
【ファンファーレ】自分のデッキの上1枚を墓場に置く。その後、自分の墓場の狩人・カードが3枚以上なら、これは【体力】+1する。"
BP06-013,クロスボウスナイパー,エルフ,フォロワー,狩人,1,1,1,【ファンファーレ】手札の狩人・カード1枚を捨てる：相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに1ダメージ。1枚引く。
BP06-014,ハンマーモンキー,エルフ,フォロワー,精霊・獣,3,2,1,"【進化】【コスト1】：これは進化する。
【疾走】
【ファンファーレ】【コスト2】：自分のデッキから『ハンマーモンキー』1枚を探し、場に出す。"
BP06-015,ハンマーモンキー,エルフ,フォロワー・エボルヴ,精霊・獣,-,4,3,【疾走】
BP06-016,ブリッツエルフ,エルフ,フォロワー,エルフ族,5,4,4,"これをプレイする際、コストを-Xする。Xは「自分の場の『フェアリー』の数」である。
【突進】【指定攻撃】"
BP06-017,クロスコンビネーション,エルフ,スペル,狩人,1,-,-,場の狩人・フォロワー2体を【アクト】：相手の場のフォロワー1体を選ぶ。それに4ダメージ。
BP06-018,無敗の剣聖・カゲミツ,ロイヤル,フォロワー,挑戦者・兵士,1,1,1,"【突進】
【ファンファーレ】これは【攻撃力】+X/【体力】+Xする。Xは「自分のエボルヴデッキの表向きのエボルヴフォロワーの枚数」である。Xが3以上なら、これは【指定攻撃】を持つ。Xが7以上なら、これは「【攻撃時】これをスタンドする。この能力は1ターンに1回働く」を持つ。"
BP06-019,音速の機構・ララミア,ロイヤル,フォロワー,兵士・超克,2,3,2,"【進化】【コスト3】：これは進化する。
これの【進化】コストは「自分の場の他のフォロワーの数」と同じだけ-1する。
【突進】"
BP06-020,音速の機構・ララミア,ロイヤル,フォロワー・エボルヴ,兵士・超克,-,4,3,"【疾走】
【進化時】【コスト3】：これは【攻撃力】+X/【体力】+Xする。Xは「自分の場の他のフォロワーの数」である。"
BP06-021,ペインレスサムライ,ロイヤル,フォロワー,兵士,1,1,1,"これは交戦ダメージを受けない。
【起動】【コスト2】：これは【攻撃力】+1/【体力】+1して、【突進】を持つ。"
BP06-022,古の英雄,ロイヤル,フォロワー,兵士,7,6,10,"【進化】【コスト1】：これは進化する。
【突進】【オーラ】
これは能力によって破壊されず、消滅しない。（交戦か能力によるダメージでは破壊される）"
BP06-023,古の英雄,ロイヤル,フォロワー・エボルヴ,兵士,-,7,11,"【オーラ】
これは能力によって破壊されず、消滅しない。
【進化時】相手の場のフォロワー1体を選ぶ。それを破壊する。それが元のコスト6以上なら、代わりに消滅させる。"
BP06-024,貴族の舞踏,ロイヤル,スペル,貴族・ダンサー,6,-,-,自分のデッキの上5枚を見る。その中から、元のコスト3以下の【ロイヤル】フォロワーを元のコストの合計が7以下になるように好きな枚数場に出してよい。残りを好きな順にデッキの下に置く。
BP06-025,秘伝の抜刀者,ロイヤル,フォロワー,兵士,3,3,3,【進化】【コスト1】：これは進化する。
BP06-026,秘伝の抜刀者,ロイヤル,フォロワー・エボルヴ,兵士,-,4,4,【進化時】手札1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに5ダメージ。
BP06-027,デュアルブレイダー,ロイヤル,フォロワー,兵士,2,1,3,【攻撃時】これをスタンドする。この能力は1ターンに1回働く。
BP06-028,鮮やかな奪取,ロイヤル,スペル,盗賊,1,-,-,相手のデッキの上3枚を墓場に置く。
BP06-029,無頼の野武士,ロイヤル,フォロワー,兵士,2,3,2,【進化】【コスト4】：これは進化する。
BP06-030,無頼の野武士,ロイヤル,フォロワー・エボルヴ,兵士,-,6,5,"秘剣閃き、参拾の戦は拾に収まるが、勢い更なり。
無慈悲なる戦乱、秘剣を鍛えし金床。"
BP06-031,シーフガール,ロイヤル,フォロワー,盗賊,2,3,2,【ファンファーレ】下記から1つチョイスする。【1】相手のデッキの上1枚を墓場に置く。【2】1枚引く。自分の手札1枚を捨てる。
BP06-032,ブルームキャバリエ,ロイヤル,フォロワー,指揮官・貴族,6,5,5,【ファンファーレ】相手の場のフォロワー1体を選ぶ。それを破壊する。1枚引く。
BP06-033,レヴィオンの探索者,ロイヤル,フォロワー,兵士・レヴィオン,3,3,3,【ファンファーレ】自分のデッキからレヴィオン・フォロワー1枚を探し、手札に加える。
BP06-034,居合の真髄,ロイヤル,スペル,兵士,2,-,-,場の【ロイヤル】フォロワー1体を【アクト】：相手の場のフォロワー1体を選ぶ。それを破壊する。
BP06-035,陰陽の開祖・クオン,ウィッチ,フォロワー,挑戦者・陰陽師,15,5,5,"これをプレイする際、コストを-Xする。Xは「自分の墓場の陰陽師・カードやスペルの枚数の合計」である。
【ファンファーレ】自分の場に『天后』がいないなら、『天后』1体を出す。
【起動】これを【アクト】：自分の場の式神・フォロワー2体まで選ぶ。それは【疾走】を持つ。
―――――――――――――――
『天后』【ウィッチ】式神・フォロワー【コスト4】【攻撃力】4/【体力】5【オーラ】"
BP06-036,澄明なる頭脳・博衣こより,ウィッチ,フォロワー,挑戦者・陰陽師,15,5,5,"これをプレイする際、コストを-Xする。Xは「自分の墓場の陰陽師・カードやスペルの枚数の合計」である。
【ファンファーレ】自分の場に『天后』がいないなら、『天后』1体を出す。
【起動】これを【アクト】：自分の場の式神・フォロワー2体まで選ぶ。それは【疾走】を持つ。
―――――――――――――――
『天后』【ウィッチ】式神・フォロワー【コスト4】【攻撃力】4/【体力】5【オーラ】"
BP06-037,魔術の始祖・マナリア,ウィッチ,フォロワー,魔法使い・学院,3,2,4,"【進化】【コスト1】：これは進化する。
これがいる限り、自分が学院・フォロワーをプレイする際、コストを-1する。
【ファンファーレ】手札の学院・フォロワー1枚を公開：相手の場のフォロワー1体を選ぶ。それに2ダメージ。"
BP06-038,魔術の始祖・マナリア,ウィッチ,フォロワー・エボルヴ,魔法使い・学院,-,3,5,"これがいる限り、自分が学院・フォロワーをプレイする際、コストを-1する。
【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。"
BP06-039,カースエンチャンター,ウィッチ,フォロワー,陰陽師,4,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『形代』1体を出す。
【起動】場の式神・フォロワー1体を墓場に置く：相手の場のフォロワー1体を選ぶ。それに4ダメージ。このターン、これの【進化】を除く【起動】能力を使えない。
―――――――――――――――
『形代』【ウィッチ】式神・フォロワー【コスト2】【攻撃力】2/【体力】2【ラストワード】1枚引く。自分の手札1枚を捨てる。"
BP06-040,カースエンチャンター,ウィッチ,フォロワー・エボルヴ,陰陽師,-,3,3,"【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の墓場の陰陽師・カードやスペルが7枚以上なら、代わりに4ダメージ。
【起動】場の式神・フォロワー1体を墓場に置く：相手の場のフォロワー1体を選ぶ。それに4ダメージ。このターン、これの【起動】能力を使えない。"
BP06-041,魔導の巨兵,ウィッチ,フォロワー,ゴーレム・禁忌,5,5,5,"【ファンファーレ】【土の秘術】相手の場のフォロワー1体を選ぶ。それに5ダメージ。
【ラストワード】【土の秘術】相手のリーダーすべてに3ダメージ。"
BP06-042,式神の使役,ウィッチ,スペル,陰陽師,2,-,-,"『形代』1体を出す。自分の墓場の陰陽師・カードやスペルが7枚以上なら、1枚引く。
―――――――――――――――
『形代』【ウィッチ】式神・フォロワー【コスト2】【攻撃力】2/【体力】2【ラストワード】1枚引く。自分の手札1枚を捨てる。"
BP06-043,こよの大発明,ウィッチ,スペル,陰陽師,2,-,-,『形代』1体を出す。自分の墓場の陰陽師・カードやスペルが7枚以上なら、1枚引く。
BP06-044,鬼呼びの導師,ウィッチ,フォロワー,陰陽師,3,3,3,"【進化】【コスト1】：これは進化する。
自分の場に式神・フォロワーが出たとき、それは【攻撃力】+1して、【突進】を持つ。"
BP06-045,鬼呼びの導師,ウィッチ,フォロワー・エボルヴ,陰陽師,-,4,4,"自分の場に式神・フォロワーが出たとき、それは【攻撃力】+1して、【突進】を持つ。
【進化時】『形代』1体を出す。
―――――――――――――――
『形代』【ウィッチ】式神・フォロワー【コスト2】【攻撃力】2/【体力】2【ラストワード】1枚引く。自分の手札1枚を捨てる。"
BP06-046,クラシカルソーサラー,ウィッチ,フォロワー,陰陽師,2,1,4,"自分の場に式神・フォロワーが出たとき、それは【守護】を持つ。
【ファンファーレ】自分の墓場の陰陽師・カードやスペルが7枚以上なら、『形代』1体を出す。自分のリーダーは【体力】+2する。
―――――――――――――――
『形代』【ウィッチ】式神・フォロワー【コスト2】【攻撃力】2/【体力】2【ラストワード】1枚引く。自分の手札1枚を捨てる。"
BP06-047,大紅蓮,ウィッチ,スペル,魔法使い,7,-,-,"これをプレイする際、【スペルチェイン_10】コストを-2する。
相手の場のフォロワーすべてに6ダメージ。相手のリーダーすべてに3ダメージ。"
BP06-048,符術の門弟,ウィッチ,フォロワー,陰陽師,1,1,1,【ラストワード】自分のデッキから『式神の使役』1枚を探し、手札に加える。
