card_code,name,class,card_type,sub_type,cost,attack,hp,effect
SD05-001,クイーンヴァンパイア,ナイトメア,フォロワー,吸血鬼,6,5,5,"自分の場に『フォレストバット』が出たとき、それは【攻撃力】+1して、【守護】を持つ。
【ファンファーレ】『フォレストバット』2体を出す。
【起動】これを【アクト】リーダーの【体力】-1：『フォレストバット』2体を出す。"
SD05-002,アルカード,ナイトメア,フォロワー,吸血鬼,7,4,4,"【疾走】
【攻撃時】相手のフォロワー1体を選ぶ。それに4ダメージ。自分のリーダーは【体力】+4する。
【ファンファーレ】【ネクロチャージ_10】これは【攻撃力】+2する。"
SD05-003,悪戯なネクロマンサー,ナイトメア,フォロワー,死霊術師,3,3,3,【進化】【コスト1】：これは進化する。
SD05-004,悪戯なネクロマンサー,ナイトメア,フォロワー・エボルヴ,死霊術師,-,4,4,"【進化時】『ゴースト』3体を出す。
―――――――――――――――
『ゴースト』【ナイトメア】死者・フォロワー【コスト1】【攻撃力】1/【体力】1【疾走】自分のエンドフェイズが来たとき、これは消滅する。"
SD05-005,ミッドナイトヴァンパイア,ナイトメア,フォロワー,吸血鬼,3,2,4,"これがいる限り、自分の『フォレストバット』すべては【ドレイン】を持つ。(【ドレイン】を持つフォロワーが攻撃して与えたダメージと同じだけ、自分のリーダーは体力を+する)
【ファンファーレ】『フォレストバット』1体を出す。"
SD05-006,夜の群れ,ナイトメア,スペル,吸血鬼,3,-,-,"『フォレストバット』2体を出す。
相手のフォロワー1体を選ぶ。それに「自分の場の『フォレストバット』の数」と同じダメージ。
―――――――――――――――
『フォレストバット』【ナイトメア】吸血鬼・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD05-007,スペクター,ナイトメア,フォロワー,死者,2,2,1,"【必殺】(【必殺】を持つフォロワーと交戦した相手のフォロワーは、ダメージを与え合ったあと破壊される)
【ファンファーレ】リーダーの【体力】-2：これは【突進】を持つ。自分のデッキの上1枚を墓場に置く。"
SD05-008,スパルトイサージェント,ナイトメア,フォロワー,死者,2,2,3,【ファンファーレ】自分のデッキの上2枚を墓場に置く。
SD05-009,アンデッドキング,ナイトメア,フォロワー,死者,6,6,6,【ファンファーレ】自分の墓場のフォロワー2枚まで選ぶ。それを手札に加える。
SD05-010,レッサーマミー,ナイトメア,フォロワー,死者,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】【ネクロチャージ_10】これは【疾走】を持つ。(自分の墓場が10枚以上なら、【ネクロチャージ_10】の後の能力が働く)"
SD05-011,レッサーマミー,ナイトメア,フォロワー・エボルヴ,死者,-,3,3,"【攻撃時】『ゴースト』1体を出す。
―――――――――――――――
『ゴースト』【ナイトメア】死者・フォロワー【コスト1】【攻撃力】1/【体力】1【疾走】自分のエンドフェイズが来たとき、これは消滅する。"
SD05-012,リリム,ナイトメア,フォロワー,魔界,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】『フォレストバット』1枚をEXエリアに置く。
―――――――――――――――
『フォレストバット』【ナイトメア】吸血鬼・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD05-013,リリム,ナイトメア,フォロワー・エボルヴ,魔界,-,3,3,【攻撃時】自分のリーダーは【体力】+2する。
SD05-014,鋭利な一裂き,ナイトメア,スペル,魔界,2,-,-,"自分のリーダーに2ダメージ。
相手のリーダー1人か相手のフォロワー1体を選ぶ。それに3ダメージ。"
SD05-015,消えぬ怨恨,ナイトメア,スペル,死者,2,-,-,相手のフォロワー1体を選ぶ。それに3ダメージ。自分のデッキの上1枚を墓場に置く。
SD05-016,眷属の召喚,ナイトメア,スペル,吸血鬼,1,-,-,"『フォレストバット』1体を出す。『フォレストバット』1枚をEXエリアに置く。
―――――――――――――――
『フォレストバット』【ナイトメア】吸血鬼・フォロワー【コスト1】【攻撃力】1/【体力】1"
SD05-017,ファイター,ニュートラル,フォロワー,傭兵,2,2,3,"この争いだらけの世界で頼れるものは、自分の力だけだ。
だから俺は勝ち続ける。絶対にな。"
SD05-018,ゴリアテ,ニュートラル,フォロワー,巨人,3,3,4,【進化】【コスト2】：これは進化する。
SD05-019,ゴリアテ,ニュートラル,フォロワー・エボルヴ,巨人,-,5,6,"嵐の如き猛威の前には、何もかもが無力だった。
瞬く間に街は壊滅し、物言わぬ瓦礫の山となった。"
SD05-020,天剣の乙女,ニュートラル,フォロワー,天使,5,4,6,【守護】(これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない)
SD05-LD01,ルナ,ナイトメア,リーダー,-,-,-,-,
SD05-T01,ゴースト,ナイトメア,フォロワー・トークン,死者,1,1,1,"【疾走】(【疾走】を持つフォロワーは、場に出たターンから攻撃できる)
自分のエンドフェイズが来たとき、これは消滅する。"
SD05-T02,フォレストバット,ナイトメア,フォロワー・トークン,吸血鬼,1,1,1,
