card_code,name,class,card_type,sub_type,cost,attack,hp,effect
CP02-001,高森藍子,エルフ,フォロワー,デレマス・パッション,3,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分のデッキの上3枚を見る。その中から、パッション・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。"
CP02-002,高森藍子,エルフ,フォロワー・エボルヴ,デレマス・パッション,-,3,3,【進化時】自分の手札の元のコスト3以下のパッション・フォロワー1枚を場に出してよい。
CP02-003,前川みく,エルフ,フォロワー,デレマス・キュート,2,3,1,"【攻撃時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。
【起動】【コスト1】【レッスン_1】：これは【疾走】を持つ。"
CP02-004,喜多見柚,エルフ,フォロワー,デレマス・パッション,1,1,1,"【進化】【コスト2】：これは進化する。
【守護】
【起動】【レッスン_1】：元のコスト1以下の自分の場の他のカード1枚を選ぶ。それを手札に戻す。このターン、これの【進化】を除く【起動】能力を使えない。（手札に戻ったトークンはゲームから取り除く）"
CP02-005,喜多見柚,エルフ,フォロワー・エボルヴ,デレマス・パッション,-,2,2,"【守護】
【進化時】元のコスト2以下の相手の場のフォロワー1体を選ぶ。それを手札に戻す。
【起動】【レッスン_1】：元のコスト1以下の自分の場の他のカード1枚を選ぶ。それを手札に戻す。このターン、これの【起動】能力を使えない。"
CP02-006,アナスタシア,エルフ,フォロワー,デレマス・クール,5,2,4,"自分のターン中、自分がカードをプレイしたとき、このターン中に3枚目のカードなら、自分のPPを2回復する。このターン中に5枚目のカードなら、自分の場のフォロワーすべては【攻撃力】+1/【体力】+1する。
【ファンファーレ】自分のPPを2回復する。"
CP02-007,ブランニュー・ビート,エルフ,アミュレット,デレマス・クール,1,-,-,"これが場を離れたとき、このターン、自分のEXエリアの『魔法のアイテム』が消滅していたなら、1枚引く。
【起動】これを【アクト】墓場に置く：自分の場のフォロワー1体を選ぶ。それは【攻撃力】+1/【体力】+1する。"
CP02-008,工藤忍,エルフ,フォロワー,デレマス・キュート,4,2,2,【ファンファーレ】自分のデッキから元のコスト1のデレマス・フォロワーや元のコスト1のデレマス・アミュレットをカード名が異なるように2枚まで探し、場に出す。
CP02-009,相葉夕美,エルフ,フォロワー,デレマス・パッション,3,3,3,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分の場のパッション・フォロワーが3体以上なら、相手の場のフォロワー1体を選ぶ。それに2ダメージ。"
CP02-010,相葉夕美,エルフ,フォロワー・エボルヴ,デレマス・パッション,-,4,4,【進化時】体力3以下の相手の場のフォロワー1体を選ぶ。それのプレイヤーはそれをデッキの下に置く。（デッキに置いたトークンはゲームから取り除く）
CP02-011,女神は朝焼けの海に,エルフ,スペル,デレマス・クール,1,-,-,1枚引く。自分の場に元のコスト5以上のフォロワーがいるなら、自分のPPを1回復する。
CP02-012,綾瀬穂乃香,エルフ,フォロワー,デレマス・クール,1,2,1,【ファンファーレ】自分の場の他のデレマス・フォロワー1体を選ぶ。それは【突進】を持つ。
CP02-013,桃井あずき,エルフ,フォロワー,デレマス・キュート,4,3,5,"これをプレイする際、自分の場のデレマス・フォロワーが3体以上なら、コストを-3する。
【守護】"
CP02-014,今井加奈,エルフ,フォロワー,デレマス・キュート,2,2,2,【進化】【コスト1】：これは進化する。
CP02-015,今井加奈,エルフ,フォロワー・エボルヴ,デレマス・キュート,-,3,3,【進化時】自分のデッキの上1枚を見る。その中から、1枚を公開して手札に加えてよい。キュート・カードを公開したなら、自分のリーダーは【体力】+2する。
