card_code,name,class,card_type,sub_type,cost,attack,hp,effect
ECP02-001,〔光を捕まえて〕アナスタシア,エルフ,フォロワー,デレマス・クール,2,1,1,"【進化】【コスト1】：これは進化する。
【ファンファーレ】【コスト1】【レッスン_1】：自分の手札の元のコスト2以下のデレマス・フォロワー1枚をEXエリアに置いてよい。このターン、それをプレイする際、コストを-2する。"
ECP02-002,〔光を捕まえて〕アナスタシア,エルフ,フォロワー・エボルヴ,デレマス・クール,-,2,2,"【進化時】自分の場の他のデレマス・フォロワー2体まで選ぶ。それは【攻撃力】+1/【体力】+1する。
【超進化時】自分の場の他のデレマス・フォロワーすべては【攻撃力】+1/【体力】+1する。"
ECP02-003,〔朱華色の夢〕藤原肇,エルフ,フォロワー,デレマス・クール,2,2,2,"【ファンファーレ】自分のデッキの上1枚を見る。その中から、クール・カード1枚を公開して手札に加えてよい。
【起動】【コスト0】：相手の場のフォロワー1体を選ぶ。それに1ダメージ。この能力は自分の場のクール・フォロワーが3体以上なら、1ターンに1回使える。"
ECP02-004,〔渚の花嫁〕新田美波,エルフ,フォロワー,デレマス・クール,3,3,3,"【ファンファーレ】自分のデッキから「カード名に『アナスタシア』を含むフォロワー」1枚を探し、EXエリアに置く。このターン、それをプレイする際、コストを-3する。
【起動】【レッスン_1】これを【アクト】：相手の場のフォロワー1体を選ぶ。それをアクトする。それは次のそれのプレイヤーのスタートフェイズにスタンドしない。"
ECP02-005,〔フルスイング☆エール〕姫川友紀,エルフ,フォロワー,デレマス・パッション,7,4,4,"【疾走】
【ファンファーレ】相手の場のフォロワーすべてに4ダメージ。自分の場のパッション・カードの元のコストの合計が10以上なら、代わりに8ダメージ。自分の場のパッション・カードの元のコストの合計が20以上なら、相手のリーダーすべてに4ダメージ。"
ECP02-006,〔ワナビー・レジェンド〕多田李衣菜,エルフ,フォロワー,デレマス・クール,5,4,4,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分のデッキから元のコスト1のデレマス・アミュレット1枚を探し、場に出す。
【起動】【レッスン_1】：自分の手札の元のコスト1以下のデレマス・フォロワーか元のコスト1以下のデレマス・アミュレット1枚を場に出してよい。"
ECP02-007,〔ワナビー・レジェンド〕多田李衣菜,エルフ,フォロワー・エボルヴ,デレマス・クール,-,5,5,"【進化時】場のデレマス・カード1枚を手札に戻す：相手の場のフォロワー1体を選ぶ。それのプレイヤーはそれをデッキの下に置く。（デッキに置いたトークンはゲームから取り除く）
【起動】【レッスン_1】：自分の手札の元のコスト1以下のデレマス・フォロワーか元のコスト1以下のデレマス・アミュレット1枚を場に出してよい。"
ECP02-008,〔トゥルー・ドリーム〕喜多日菜子,エルフ,フォロワー,デレマス・パッション,1,1,1,"【進化】【コスト2】：これは進化する。
【ファンファーレ】【レッスン_1】：自分のリーダーは【体力】+1する。"
ECP02-009,〔トゥルー・ドリーム〕喜多日菜子,エルフ,フォロワー・エボルヴ,デレマス・パッション,-,2,2,【進化時】1枚引く。自分のリーダーは【体力】+2する。
ECP02-010,〔ニャンダフル・ワールド〕前川みく,エルフ,フォロワー,デレマス・キュート,1,1,1,"【疾走】
【ラストワード】【レッスン_1】：自分のデッキから「カード名に『前川みく』を含むフォロワー」1枚を探し、手札に加える。"
ECP02-011,夢色開花前線,エルフ,スペル,デレマス・パッション,5,-,-,"自分の手札の元のコスト6以下のパッション・フォロワー1枚を場に出してよい。『魔法のアイテム』1枚をEXエリアに置く。
―――――――――――――――
『魔法のアイテム』【ニュートラル】デレマス・スペル【コスト4】自分のリーダーは【体力】+1する。1枚引く。"
ECP02-012,〔シンデレラガール〕渋谷凛,ロイヤル,フォロワー,デレマス・クール,2,2,1,"【疾走】
【ファンファーレ】【レッスン_2】：相手の場のフォロワー1体を選ぶ。それに「自分の場のクール・フォロワーの数」と同じダメージ。"
ECP02-013,〔シンデレラガール〕本田未央,ロイヤル,フォロワー,デレマス・パッション,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】【レッスン_1】：1枚引く。自分の手札1枚を捨てる。"
ECP02-014,〔シンデレラガール〕本田未央,ロイヤル,フォロワー・エボルヴ,デレマス・パッション,-,3,3,"【進化時】自分のデッキの上2枚を見る。その中から、デレマス・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
【超進化時】自分の手札の元のコスト6以下のパッション・フォロワー1枚を場に出してよい。"
ECP02-015,〔シンデレラガール〕島村卯月,ロイヤル,フォロワー,デレマス・キュート,6,4,4,"【ファンファーレ】自分のデッキから「これと同名を除くデレマス・カード」1枚を探し、EXエリアに置く。自分の墓場のキュート・カードが5枚以上なら、代わりに2枚まで。
【起動】【レッスン_1】：自分のEXエリアのデレマス・カード1枚を選ぶ。それは「これをプレイする際、コストを-5する。」を持つ。この能力は1ターンに1回使える。"
ECP02-016,〔シンデレラガール〕北条加蓮,ロイヤル,フォロワー,デレマス・クール,1,1,1,"【ファンファーレ】自分のデッキの上1枚を見る。その中から、クール・カード1枚を公開して手札に加えてよい。
【ラストワード】『魔法のアイテム』1枚をEXエリアに置く。
―――――――――――――――
『魔法のアイテム』【ニュートラル】デレマス・スペル【コスト4】自分のリーダーは【体力】+1する。1枚引く。"
ECP02-017,〔シンデレラガール〕十時愛梨,ロイヤル,フォロワー,デレマス・パッション,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】【コスト1】【レッスン_1】手札のパッション・カード1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに3ダメージ。"
ECP02-018,〔シンデレラガール〕十時愛梨,ロイヤル,フォロワー・エボルヴ,デレマス・パッション,-,3,3,"【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の墓場のパッション・カードが5枚以上なら、『魔法のアイテム』1枚をEXエリアに置く。
―――――――――――――――
『魔法のアイテム』【ニュートラル】デレマス・スペル【コスト4】自分のリーダーは【体力】+1する。1枚引く。"
ECP02-019,〔想いプレゼント〕佐久間まゆ,ロイヤル,フォロワー,デレマス・キュート,3,3,3,"【進化】【コスト1】：これは進化する。
【ファンファーレ】各プレイヤーは1枚引く。"
ECP02-020,〔想いプレゼント〕佐久間まゆ,ロイヤル,フォロワー・エボルヴ,デレマス・キュート,-,4,4,【進化時】相手の場のフォロワー1体を選ぶ。それに「それのプレイヤーの手札の枚数」と同じダメージ。
ECP02-021,〔ハピネスチューン〕緒方智絵里,ロイヤル,フォロワー,デレマス・キュート,2,2,2,"【進化】【コスト1】：これは進化する。
【ファンファーレ】これが手札以外から場に出ていたなら、これは進化する。"
