card_code,name,class,card_type,sub_type,cost,attack,hp,effect
EBD03-001,奔放なる獄炎・ケルベロス,ナイトメア,フォロワー,魔界,4,3,3,"【ファンファーレ】『番犬の右腕・ミミ』1体と『番犬の左腕・ココ』1体を場に出す。【ネクロチャージ_10】それは【疾走】を持つ。
【起動】これを【アクト】場の他のフォロワー1体を墓場に置く：相手の場のフォロワー1体を選ぶ。それに2ダメージ。"
EBD03-002,ゴールドラッシュゴースト,ナイトメア,フォロワー,荒野・死者,2,2,2,"【疾走】
相手のエンドフェイズが来たとき、これを墓場に置く。
【ファンファーレ】下記から1つチョイスする。これが墓場から場に出ていたなら、代わりに2つまで。
【1】『魔導装甲車』1つを場に出す。自分のリーダーは【体力】+1する。【2】自分のデッキの上2枚を墓場に置く。"
EBD03-003,絶叫の沈黙・ルルナイ,ナイトメア,フォロワー,絶傑・死霊術師,2,2,1,"【突進】【指定攻撃】
【ファンファーレ】相手の場のフォロワー1体を選ぶ。自分の場の『絶叫の残響・ルルナイ』が3体以上なら、それを破壊する。それのリーダーに3ダメージ。
【ラストワード】『絶叫の拡散』1枚をEXエリアに置く。自分のデッキの上1枚を墓場に置く。"
EBD03-004,死期を視るもの・グレモリー,ナイトメア,フォロワー,魔界,2,2,3,"【守護】
【ファンファーレ】自分のデッキの上2枚を墓場に置く。
【起動】【コスト1】：自分の墓場のこれを場に出す。これは「【ラストワード】これは消滅する」を持つ。この能力は自分の墓場が10枚以上あり、自分の場に『死期を視るもの・グレモリー』がいないなら使える。"
EBD03-005,カオスルーラー・アイシィレンドリング,ナイトメア,フォロワー,荒野・死者・魔界,5,5,5,"【進化】【コスト1】：これは進化する。
これがアクトしたとき、相手プレイヤーすべては、自身の手札1枚を捨てる。
【ファンファーレ】自分の場に『魔導列車』がないなら、『魔導列車』1つを場に出す。"
EBD03-006,カオスルーラー・アイシィレンドリング,ナイトメア,フォロワー・エボルヴ,荒野・死者・魔界,-,6,6,"これがアクトしたとき、相手プレイヤーすべては、自身の手札1枚を捨てる。
自分のターン中、いずれかのプレイヤーが自身の手札1枚を捨てたとき、相手の場のフォロワー1体を選ぶ。それをアクトする。
【進化時】手札1枚を捨てる：自分の墓場のフォロワー2枚を選ぶ。それを手札に加える。"
EBD03-007,ストレイホロウ・イルガンノ,ナイトメア,フォロワー,荒野・死者・魔界,1,1,1,"【ファンファーレ】自分の墓場の元のコスト3以下の荒野・フォロワー1枚を選ぶ。【ネクロチャージ_10】それを場に出してよい。そうしたなら、これは消滅する。
【ラストワード】これをEXエリアに置く。自分のデッキの上1枚を墓場に置く。"
EBD03-008,一刀の幽鬼・カゲロウ,ナイトメア,フォロワー,荒野・死者,2,2,2,"【ネクロチャージ_10】これは【突進】【必殺】を持つ。（【必殺】を持つフォロワーと交戦した相手のフォロワーは、ダメージを与え合ったあと破壊される）
【ファンファーレ】下記から1つチョイスする。【1】自分の墓場の『魂の一刀』1枚を選ぶ。それをEXエリアに置く。【NC_20】このターン、それをプレイする際、コストを-2する。【2】自分のデッキの上2枚を墓場に置く。"
EBD03-009,人外魔境・クリストフ,ナイトメア,フォロワー,死者・キラー,4,4,4,【ファンファーレ】自分の墓場の「これと同名を除く元のコスト5以下の【ナイトメア】フォロワー」1枚を選ぶ。【ネクロチャージ_10】それを場に出す。それは【守護】を持つ。（自分の墓場が10枚以上なら、【ネクロチャージ_10】の後の能力が働く）
EBD03-010,ブラックスワン・オディール,ナイトメア,フォロワー,童話,5,6,4,"【攻撃時】相手のリーダーすべてと相手の場のフォロワーすべてに2ダメージ。
【ファンファーレ】相手のリーダーすべてと相手の場のフォロワーすべてに2ダメージ。【ネクロチャージ_20】これは【疾走】を持つ。（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）"
EBD03-011,デッドペナルティ,ナイトメア,スペル,荒野・死者・魔界,1,-,-,"【起動】墓場のこれと『カオスルーラー・アイシィレンドリング』1枚を消滅：相手の場のフォロワー1体を選ぶ。それをアクトする。
----------
相手の場のフォロワー1体を選ぶ。それは【攻撃力】-2/【体力】-2する。"
EBD03-012,異形,ナイトメア,フォロワー,荒野・死者・魔界,3,3,2,"【進化】【コスト1】：これは進化する。この能力はこれが墓場から場に出ていたなら使える。
【突進】（【突進】を持つフォロワーは、場に出たターンから相手のフォロワーを攻撃できる）
【ラストワード】『機動二輪車』1つを場に出す。自分のデッキの上2枚を墓場に置く。"
EBD03-013,異形,ナイトメア,フォロワー・エボルヴ,荒野・死者・魔界,-,4,3,"【疾走】
【進化時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。
【ラストワード】『機動二輪車』1つを場に出す。自分のデッキの上2枚を墓場に置く。
―――――――――――――――
『機動二輪車』【ニュートラル】荒野・乗物・アミュレット【コスト1】【起動】これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【突進】を持つ。それが荒野・フォロワーなら、それは【攻撃力】+1する。"
EBD03-014,魂の一刀,ナイトメア,スペル,荒野・死者,2,-,-,相手の場のフォロワー1体を選ぶ。それに4ダメージ。【ネクロチャージ_20】それのリーダーに4ダメージ。
EBD03-015,ヴォイドリアライズ,ナイトメア,スペル,荒野・死者・魔界,4,-,-,自分の墓場の元のコスト3以下の荒野・フォロワー2枚を選ぶ。【ネクロチャージ_10】それを場に出す。
EBD03-016,冒涜の墓場,ナイトメア,アミュレット,死者,1,-,-,"【ファンファーレ】自分のデッキの上2枚を墓場に置く。
【起動】【コスト2】これを【アクト】墓場に置く：自分の墓場の死者・フォロワー1枚を選ぶ。それを手札に加える。"
