card_code,name,class,card_type,sub_type,cost,attack,hp,effect
EBD04-001,大いなる熾天使・ラピス,ビショップ,アミュレット,信仰・先導・光輝,3,5,5,"これの祈りカウンターが4個以上である限り、これはフォロワーである。
自分のメインフェイズが来たとき、自分の場の他のカードを好きな枚数選ぶ。それとこれに祈りカウンター1個を置く。
【攻撃時】自分のデッキから『封じられし熾天使』1枚を探し、場に出す。"
EBD04-002,裁決のアナテマ・ロデオ,ビショップ,フォロワー,アナテマ・先導,4,3,4,"【進化】【コスト1】：これは進化する。
自分のエンドフェイズが来たとき、自分の場のアミュレットが2つ以上なら、自分のリーダーは【体力】+2する。"
EBD04-003,裁決のアナテマ・ロデオ,ビショップ,フォロワー・エボルヴ,アナテマ・先導,-,4,5,"自分のエンドフェイズが来たとき、自分の場のアミュレットが2つ以上なら、自分のリーダーは【体力】+2する。
【進化時】自分のデッキから元のコスト3以下のアミュレット1枚を探し、場に出す。
【超進化時】自分のデッキから元のコスト5以下のアミュレット1枚を探し、場に出す。"
EBD04-004,絶望の安息・マーウィン,ビショップ,フォロワー,絶傑・狂信,4,4,4,"【進化】【コスト3】：これは進化する。
【守護】
相手のメインフェイズが来たとき、自分のリーダーは【体力】+2する。
【ファンファーレ】相手プレイヤー1人の場のフォロワーが3体以上なら、『絶望の奔流』1枚をEXエリアに置く。"
EBD04-005,絶望の安息・マーウィン,ビショップ,フォロワー・エボルヴ,絶傑・狂信,-,5,5,"【守護】
相手のメインフェイズが来たとき、自分のリーダーは【体力】+2する。
【進化時】場の他のフォロワーすべてを破壊する。"
EBD04-006,神の盾・ブローディア,ビショップ,フォロワー,信仰・光輝,7,4,4,"【進化】【コスト1】：これは進化する。
【守護】
【ファンファーレ】自分のリーダーは【体力】+Xする。Xは「自分の場のアミュレットの数の2倍」である。"
EBD04-007,神の盾・ブローディア,ビショップ,フォロワー・エボルヴ,信仰・光輝,-,5,5,"【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）
【進化時】相手の場のフォロワー1体を選ぶ。それとそれのリーダーに「自分の場のアミュレットの数」の2倍のダメージ。"
EBD04-008,封じられし熾天使,ビショップ,アミュレット,信仰・偶像,6,-,-,"これは能力によって破壊されない。
自分のエンドフェイズが来たとき、これに祈りカウンター1個を置く。その後、これの祈りカウンターが4個以上なら、これを墓場に置く。自分のリーダーは【体力】+10する。自分のデッキからカード2枚まで探し、EXエリアに置く。それをプレイする際、コストを0にする。"
EBD04-009,最果ての罪・サタン,ニュートラル,フォロワー,魔王,6,6,6,【ファンファーレ】自分のリーダーに6ダメージ。『沈黙の魔将』『サタンズサーヴァント』『辺獄の悪鬼』『アスタロトの宣告』1枚ずつEXエリアに置く。
EBD04-010,射殺す輝き,ビショップ,スペル,狂信・キラー,2,-,-,"これは自分のターン中、プレイできない。
相手の場のフォロワー2体まで選ぶ。それに4ダメージを割りふる。"
EBD04-011,テミスの審判,ビショップ,スペル,信仰,5,-,-,場のフォロワーすべてを破壊する。
EBD04-012,悠久の絶望,ビショップ,アミュレット,絶傑・狂信,1,-,-,"自分の場に「カード名に『マーウィン』を含むフォロワー」が出たとき、自分の墓場のこれをEXエリアに置いてよい。そうしたなら、自分のリーダーは【体力】+1する。
【起動】これを【アクト】墓場に置く：1枚引く。"
EBD04-013,星導の天球儀,ビショップ,アミュレット,信仰・星神,2,-,-,"【ファンファーレ】自分のデッキからアミュレット1枚を探し、手札に加える。
【Q】【起動】【コスト2】これを【アクト】墓場に置く：自分のリーダーは【体力】+1する。1枚引く。"
EBD04-014,聖なる願い,ビショップ,アミュレット,信仰,1,-,-,"【起動】これを【アクト】墓場に置く：1枚引く。
【起動】【コスト2】これを【アクト】墓場に置く：2枚引く。"
EBD04-015,聖心のプリズムプリースト,ビショップ,フォロワー,先導・鳥族,2,1,1,"【進化】【コスト1】：これは進化する。
【ファンファーレ】自分のデッキの上3枚を見る。その中から、アミュレット1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。"
EBD04-016,聖心のプリズムプリースト,ビショップ,フォロワー・エボルヴ,先導・鳥族,-,2,2,【進化時】自分の手札の元のコスト2以下のアミュレット1枚を場に出してよい。
EBD04-017,ダークオファリング,ビショップ,スペル,狂信,1,-,-,自分の場のカード1枚を選ぶ。それを破壊する。自分のリーダーは【体力】+3する。1枚引く。
EBD04-018,穏やかなる教会,ビショップ,アミュレット,信仰,1,-,-,"【ファンファーレ】自分のデッキから先導・アミュレット1枚を探し、手札に加える。
【ラストワード】自分のリーダーは【体力】+1する。
【起動】これを【アクト】：これを墓場に置く。この能力はこれに祈りカウンターが置かれているなら使える。"
EBD04-019,禁密の聖地,ビショップ,アミュレット,信仰・先導,4,-,-,"【ファンファーレ】相手の場のフォロワー1体を選ぶ。それを破壊する。
【起動】これを【アクト】墓場に置く：相手のリーダーすべてに2ダメージ。1枚引く。この能力はこのターン、自分の場のフォロワーが進化していたなら使える。"
EBD04-020,聖なるジャッジガベル,ビショップ,アミュレット,信仰,2,-,-,"【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに3ダメージ。
【ラストワード】自分のリーダーは【体力】+1する。"
EBD04-LD01,エスペランサ,ビショップ,リーダー,-,-,-,-,
EBD04-T01,絶望の奔流,ビショップ,スペル・トークン,絶傑・狂信,0,-,-,相手の場のフォロワー1体を選ぶ。それを消滅させる。
EBD04-T02,沈黙の魔将,ニュートラル,フォロワー・トークン,魔王,1,5,5,【疾走】（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）
EBD04-T03,サタンズサーヴァント,ニュートラル,フォロワー・トークン,魔王,1,8,8,
EBD04-T04,辺獄の悪鬼,ニュートラル,フォロワー・トークン,魔王,1,6,4,"【守護】
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それに6ダメージ。"
EBD04-T05,アスタロトの宣告,ニュートラル,スペル・トークン,魔王,10,-,-,相手のリーダーすべての体力を1にする。
