card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP04-001,カシオペア,エルフ,フォロワー,精霊・星神,5,4,5,【ファンファーレ】相手のフォロワーを好きな枚数選ぶ。それにXダメージを割りふる。Xは「自分の手札とEXエリアのカードの合計」である。
BP04-002,森の魔女・C.C.,エルフ,フォロワー,精霊・星神,5,4,5,【ファンファーレ】相手のフォロワーを好きな枚数選ぶ。それにXダメージを割りふる。Xは「自分の手札とEXエリアのカードの合計」である。
BP04-003,深き森の異形,エルフ,フォロワー,植物族,7,8,8,"【進化】【コスト1】：これは進化する。
これが相手のリーダーへの攻撃ダメージを与えたとき、自分はこのバトルに勝利する。"
BP04-004,深き森の異形,エルフ,フォロワー・エボルヴ,植物族,-,10,10,"これが相手のリーダーへの攻撃ダメージを与えたとき、自分はこのバトルに勝利する。
【進化時】相手のフォロワー1体を選ぶ。それのプレイヤーはそれをデッキの下に置く。（デッキに置いたトークンはゲームから取り除く）"
BP04-005,キングエレファント,エルフ,フォロワー,狩人・獣,6,1,1,"【進化】【コスト4】：これは進化する。
【疾走】
【ファンファーレ】自分の場のカードを好きな枚数選ぶ。それを手札に戻す。これは【攻撃力】+X/【体力】+Xする。Xは「自分の手札の枚数」である。（手札に戻ったトークンはゲームから取り除く）"
BP04-006,キングエレファント,エルフ,フォロワー・エボルヴ,狩人・獣,-,1,1,"【疾走】
これは【守護】を無視して攻撃できる。
【進化時】これは【攻撃力】+X/【体力】+Xする。Xは「自分の手札の枚数」である。"
BP04-007,オシャレ女王・ネルシャ,エルフ,フォロワー,エルフ族,2,2,3,【起動】これを【アクト】：【コンボ_3】下記から1つチョイスする。【1】自分の他のフォロワー1体を選ぶ。それは【攻撃力】+2/【体力】+2する。【2】相手のフォロワー1体を選ぶ。それは【攻撃力】-2/【体力】-2する。
BP04-008,新緑の加護,エルフ,アミュレット,エルフ族,1,-,-,"これが場を離れたとき、『フェアリーウィスプ』1枚をEXエリアに置く。
【起動】【コスト1】これを【アクト】墓場に置く：自分の【エルフ】フォロワー1体を選ぶ。それは【体力】+1する。【コンボ_3】さらに【攻撃力】+1する。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1"
BP04-009,不可侵領域,エルフ,アミュレット,エルフ族,1,-,-,"これが場を離れたとき、『フェアリーウィスプ』1枚をEXエリアに置く。
【起動】【コスト1】これを【アクト】墓場に置く：自分の【エルフ】フォロワー1体を選ぶ。それは【体力】+1する。【コンボ_3】さらに【攻撃力】+1する。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1"
BP04-010,小さな勇士・スクナ,エルフ,フォロワー,狩人,1,1,1,【進化】【コスト1】：これは進化する。
BP04-011,小さな勇士・スクナ,エルフ,フォロワー・エボルヴ,狩人,-,2,2,"【疾走】
【進化時】【コンボ_3】これは【攻撃力】+1/【体力】+1する。【コンボ_5】代わりに【攻撃力】+3/【体力】+3する。"
BP04-012,忌刃鬼,エルフ,フォロワー,狩人,4,4,4,【ファンファーレ】【ラストワード】相手のリーダーすべてと相手のフォロワーすべてに1ダメージ。
BP04-013,妖精の調べ,エルフ,スペル,妖精,2,-,-,"『フェアリー』1体を出す。【コンボ_3】自分の【エルフ】フォロワーすべては【攻撃力】+1/【体力】+1する。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP04-014,スターリーエルフ,エルフ,フォロワー,エルフ族・星神,3,3,3,【ファンファーレ】自分のデッキからアミュレット1枚を探し、手札に加える。
BP04-015,心優しきエルフ・フィト,エルフ,フォロワー,エルフ族,2,2,1,【進化】【コスト1】：これは進化する。
BP04-016,心優しきエルフ・フィト,エルフ,フォロワー・エボルヴ,エルフ族,-,3,2,【進化時】自分のリーダーは【体力】+1する。1枚引く。
BP04-017,ドリアード,エルフ,フォロワー,精霊・植物族,2,2,3,【攻撃時】相手のフォロワー1体を選ぶ。それは【攻撃力】-1する。
BP04-018,ビートルウォーリアー,エルフ,フォロワー,狩人・虫族,3,3,4,【ファンファーレ】【コンボ_3】これは【攻撃力】+1/【体力】+1して、【疾走】を持つ。
BP04-019,蔦の魔弾,エルフ,スペル,エルフ族,3,-,-,相手のフォロワー1体を選ぶ。それに5ダメージ。【コンボ_3】それのリーダーに3ダメージ。
