card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP01-001,ローズクイーン,エルフ,フォロワー,植物族,8,7,7,"【ファンファーレ】自分のEXエリアの妖精・フォロワーを好きな枚数選ぶ。それは『薔薇の一撃』に変身する。
【起動】これを【アクト】：自分のPPを「自分のEXエリアの『薔薇の一撃』の枚数」と同じだけ回復する。
―――――――――――――――
『薔薇の一撃』【エルフ】植物族・スペル【コスト2】相手のリーダー1人か相手のフォロワー1体を選ぶ。それに3ダメージ。1枚引く。"
BP01-002,エンシェントエルフ,エルフ,フォロワー,エルフ族,2,2,2,"【進化】【コスト1】：これは進化する。
【守護】
【ファンファーレ】場の他のカード1枚を手札に戻す：これは【攻撃力】+1/【体力】+1する。（手札に戻ったトークンはゲームから取り除く）"
BP01-003,エンシェントエルフ,エルフ,フォロワー・エボルヴ,エルフ族,-,3,3,"【守護】
【進化時】場の他のカード1枚を手札に戻す：これは【攻撃力】+1/【体力】+1する。"
BP01-004,リノセウス,エルフ,フォロワー,虫族,2,1,1,"【進化】【コスト0】：これは進化する。
【突進】
【ファンファーレ】これは【攻撃力】+Xする。Xは「これを含めず、このターン中に自分がプレイしたカードの枚数」である。"
BP01-005,リノセウス,エルフ,フォロワー・エボルヴ,虫族,-,1,1,【進化時】下記から1つチョイスする。【1】これは【疾走】を持つ。【2】相手のフォロワー1体を選ぶ。それに「これの攻撃力」と同じダメージ。
BP01-006,ロビンフッド,エルフ,フォロワー,狩人,5,4,5,"【ファンファーレ】相手のフォロワー1体を選ぶ。それに4ダメージ。
【起動】【コスト1】これを【アクト】：相手のフォロワー1体を選ぶ。それに4ダメージ。"
BP01-007,白銀の矢,エルフ,スペル,エルフ族,7,-,-,相手のリーダー1人か相手のフォロワー1体を選ぶ。1枚引く。それに「自分の手札の枚数」と同じダメージ。
BP01-008,根源への回帰,エルフ,スペル,エルフ族,3,-,-,相手のフォロワー1体を選ぶ。それのプレイヤーはそれをデッキの上か下に置く。【コンボ_5】それをデッキに置く代わりに、相手のフォロワーすべてをそれのプレイヤーはデッキの上か下に置く。（1体ずつ上か下か決める）（デッキに置いたトークンはゲームから取り除く）
BP01-009,エルフプリンセスメイジ,エルフ,フォロワー,エルフ族・プリンセス,3,3,3,【進化】【コスト1】：これは進化する。
BP01-010,エルフプリンセスメイジ,エルフ,フォロワー・エボルヴ,エルフ族・プリンセス,-,4,4,"【進化時】『フェアリーウィスプ』2枚をEXエリアに置く。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1"
BP01-011,ブレスフェアリーダンサー,エルフ,フォロワー,妖精,2,2,3,【ファンファーレ】自分の他の妖精・フォロワーすべてと、自分のEXエリアの妖精・フォロワーすべては【攻撃力】+1/【体力】+1する。
BP01-012,ベビーエルフ・メイ,エルフ,フォロワー,エルフ族,1,1,1,"これが場から手札に戻ったとき、相手のフォロワー1体を選ぶ。それに1ダメージ。
【ファンファーレ】相手のフォロワー1体を選ぶ。それに1ダメージ。"
BP01-013,フェアリービースト,エルフ,フォロワー,妖精・獣,5,5,5,【起動】EXエリアの妖精・フォロワー1枚を消滅：自分のリーダーは【体力】+3する。1枚引く。この能力は1ターンに1回使える。
BP01-014,ノーブルフェアリー,エルフ,フォロワー,妖精・プリンセス,3,3,3,"【守護】
【ファンファーレ】【コンボ_3】相手のフォロワー1体を選ぶ。それを破壊する。相手の場に『フェアリー』1体を出す。
―――――――――――――――
『フェアリー』【エルフ】妖精・フォロワー【コスト1】【攻撃力】1/【体力】1"
BP01-015,自然の導き,エルフ,スペル,妖精,1,-,-,自分の場のカード1枚を選ぶ。それを手札に戻す。1枚引く。（手札に戻ったトークンはゲームから取り除く）
BP01-016,収穫祭,エルフ,アミュレット,エルフ族,1,-,-,"これが場を離れたとき、1枚引く。
【起動】【コスト1】これを【アクト】墓場に置く：自分のリーダーは【体力】+1する。"
BP01-017,メタルエルフメイジ,エルフ,フォロワー,エルフ族,2,3,2,【ファンファーレ】相手のフォロワー1体を選ぶ。それに1ダメージ。【コンボ_3】代わりに3ダメージ。
