card_code,name,class,card_type,sub_type,cost,attack,hp,effect
BP08-001,森の巫女・パメラ,エルフ,フォロワー,精霊・ダンサー,7,4,7,"【守護】
自分のエンドフェイズが来たとき、自分の場の他のフォロワーすべては【攻撃力】+2/【体力】+2する。自分のリーダーは【体力】+4する。
【ファンファーレ】相手の場のフォロワー1体を選ぶ。それをデッキの上に置く。（デッキに置いたトークンはゲームから取り除く）"
BP08-002,人形の少女・オーキス,エルフ,フォロワー,人形,3,2,2,"【進化】【コスト1】：これは『決意の人形・オーキス』に進化する。
【進化】【コスト4】：これは『復讐の人形・オーキス』に進化する。この能力は自分の墓場の人形・カードが3枚以上なら使える。"
BP08-003,決意の人形・オーキス,エルフ,フォロワー・エボルヴ,人形・キラー,-,3,3,"自分のターンごとに1回、自分の『操り人形』が場を離れたとき、『ロイド』1枚をEXエリアに置く。
【進化時】『操り人形』2体を出す。
―――――――――――――――
『操り人形』【ニュートラル】人形・フォロワー【コスト1】【攻撃力】1/【体力】1【突進】
『ロイド』【エルフ】人形・フォロワー【コスト0】【攻撃力】2/【体力】4これは場にいる限り、『操り人形』でもある。【守護】【ファンファーレ】自分のリーダーは【体力】+2する。"
BP08-004,殺戮の人形・ツヴァイ,エルフ,フォロワー,人形・キラー,3,2,2,"【進化】【コスト2】：これは進化する。
【ファンファーレ】自分のEXエリアの『操り人形』1枚を選ぶ。それは『ヴィクトリア』に変身する。
―――――――――――――――
『ヴィクトリア』【エルフ】人形・キラー・フォロワー【コスト0】【攻撃力】4/【体力】1これは場にいる限り、『操り人形』でもある。【突進】【指定攻撃】【ファンファーレ】1枚引く。"
BP08-005,殺戮の人形・ツヴァイ,エルフ,フォロワー・エボルヴ,人形・キラー,-,4,4,【進化時】自分の場の『ヴィクトリア』1体を選ぶ。このターン、それはダメージを受けない。
BP08-006,猛毒の姫・リコリス,エルフ,フォロワー,植物族・プリンセス,3,1,3,"【必殺】
自分のターン中、相手のフォロワーが場から墓場に置かれたとき、それのリーダーに1ダメージ。
【起動】これを【アクト】：自分の場の他のフォロワー1体を選ぶ。それは【必殺】を持つ。"
BP08-007,ルナールツインズ・リナ＆レナ,エルフ,フォロワー,狩人・獣,4,3,3,"【疾走】
【攻撃時】自分の場のフォロワーが3体以上なら、これは【攻撃力】+1する。"
BP08-008,心読む少女・ミツェル,エルフ,フォロワー,精霊,1,1,1,【進化】【コスト2】：これは進化する。
BP08-009,心読む少女・ミツェル,エルフ,フォロワー・エボルヴ,精霊,-,2,2,【進化時】自分のデッキから元のコスト5以上の【エルフ】フォロワー1枚を探し、手札に加える。
BP08-010,人形の支配者・リーアム,エルフ,フォロワー,人形・キラー,2,2,2,"【ファンファーレ】『操り人形』2枚をEXエリアに置く。
【起動】これを【アクト】：自分のデッキの上3枚を見る。その中から、人形・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。この能力は自分の墓場の人形・カードが3枚以上なら使える。
―――――――――――――――
『操り人形』【ニュートラル】人形・フォロワー【コスト1】【攻撃力】1/【体力】1【突進】"
BP08-011,心無き決闘,エルフ,スペル,人形・キラー,3,-,-,"自分のEXエリアの『操り人形』2枚を選ぶ。それはそれぞれ『ロイド』と『ヴィクトリア』に変身する。
―――――――――――――――
『ロイド』【エルフ】人形・フォロワー【コスト0】【攻撃力】2/【体力】4これは場にいる限り、『操り人形』でもある。【守護】【ファンファーレ】自分のリーダーは【体力】+2する。
『ヴィクトリア』【エルフ】人形・キラー・フォロワー【コスト0】【攻撃力】4/【体力】1これは場にいる限り、『操り人形』でもある。【突進】【指定攻撃】【ファンファーレ】1枚引く。"
BP08-012,ジャンク,エルフ,フォロワー,人形,1,1,2,"【ファンファーレ】『操り人形』2枚をEXエリアに置く。
―――――――――――――――
『操り人形』【ニュートラル】人形・フォロワー【コスト1】【攻撃力】1/【体力】1【突進】"
BP08-013,狂気のダークエルフ,エルフ,フォロワー,エルフ族・キラー,4,4,4,"【進化】【コスト1】：これは進化する。
【攻撃時】『フェアリーウィスプ』1枚をEXエリアに置く。
―――――――――――――――
『フェアリーウィスプ』【エルフ】妖精・フォロワー【コスト0】【攻撃力】1/【体力】1"
BP08-014,狂気のダークエルフ,エルフ,フォロワー・エボルヴ,エルフ族・キラー,-,5,5,"自分のターン中、これが交戦ダメージを与えたとき、これをスタンドする。
【攻撃時】『フェアリーウィスプ』1枚をEXエリアに置く。"
BP08-015,不殺の狂信者,エルフ,フォロワー,絶傑・狩人・キラー,2,2,3,【ファンファーレ】自分の墓場の狩人・カードが3枚以上なら、相手の場のフォロワー1体を選ぶ。それは【攻撃力】-4する。
BP08-016,歴史を知る者,エルフ,フォロワー,超克,4,3,3,"自分の場にトークン・フォロワーが出たとき、相手の場のフォロワー1体を選ぶ。それに2ダメージ。
【ファンファーレ】『エンシェントアーティファクト』1体を出す。
―――――――――――――――
『エンシェントアーティファクト』【ニュートラル】超克・フォロワー【コスト1】【攻撃力】3/【体力】1【突進】"
BP08-017,不殺の円陣,エルフ,アミュレット,絶傑・狩人,2,-,-,"【ファンファーレ】相手の場のフォロワー1体を選ぶ。それは【攻撃力】-2する。
【起動】【コスト1】これを【アクト】墓場に置く：自分の墓場の元のコスト2以下の狩人・フォロワー1枚を選ぶ。それを場に出す。"
BP08-018,白翼の戦神・アイテール,ロイヤル,フォロワー,指揮官・光輝,3,2,3,"自分のエンドフェイズが来たとき、自分の墓場の【ロイヤル】フォロワーが7枚以上なら、自分の場のフォロワーすべては【攻撃力】+1/【体力】+1する。
【ファンファーレ】自分のデッキから指揮官・カードか兵士・カード1枚を探し、手札に加える。"
BP08-019,舞い踊る刃・ディオネ,ロイヤル,フォロワー,兵士・ダンサー,3,3,3,"【進化】【コスト6】：これは進化する。
【疾走】"
BP08-020,舞い踊る刃・ディオネ,ロイヤル,フォロワー・エボルヴ,兵士・ダンサー,-,3,3,"【疾走】
【攻撃時】これをスタンドする。この能力は1ターンに2回働く。"
BP08-021,不滅の英雄・ローラン,ロイヤル,フォロワー,指揮官,4,3,4,"【進化】【コスト1】：これは進化する。
【守護】
【ファンファーレ】下記から1つチョイスする。【1】自分のデッキから『不滅の聖剣・デュランダル』1枚を探し、手札に加える。【2】自分の手札の『不滅の聖剣・デュランダル』1枚を場に出してよい。"
BP08-022,不滅の英雄・ローラン,ロイヤル,フォロワー・エボルヴ,指揮官,-,4,5,"【守護】
自分のエンドフェイズが来たとき、自分のリーダーは【体力】+3する。自分の場に『不滅の聖剣・デュランダル』があるなら、1枚引く。
【進化時】自分の場のアミュレットすべてをスタンドする。"
BP08-023,紫電の黒豹,ロイヤル,フォロワー,指揮官・獣,4,4,3,"【突進】
【ファンファーレ】自分の墓場の元のコスト2以下の【ロイヤル】フォロワー1枚を選ぶ。それを場に出す。それは【攻撃力】+1する。"
BP08-024,不滅の聖剣・デュランダル,ロイヤル,アミュレット,指揮官,3,-,-,【起動】これを【アクト】：下記から1つチョイスする。【1】自分の場のフォロワー1体を選ぶ。それは【攻撃力】+1する。【2】自分の場のフォロワー1体を選ぶ。それは【体力】+1する。【3】自分の場のフォロワー1体を選ぶ。このターンと次の相手のターン中、それは「これが受ける4以上のダメージを3にする」を持つ。
BP08-025,ミストデューク・アゾード,ロイヤル,フォロワー,指揮官・貴族,4,3,4,"【進化】【コスト3】：これは進化する。
【守護】"
BP08-026,ミストデューク・アゾード,ロイヤル,フォロワー・エボルヴ,指揮官・貴族,-,4,5,"【守護】
【進化時】自分の墓場の元のコスト2以下の【ロイヤル】フォロワー2枚まで選ぶ。それを場に出す。"
BP08-027,狂槍のケンタウロス,ロイヤル,フォロワー,兵士・獣,7,5,5,"【突進】
【攻撃時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。"
BP08-028,簒奪の舞,ロイヤル,スペル,絶傑・盗賊,4,-,-,相手の場のフォロワーを好きな枚数選ぶ。それに4ダメージを割りふる。相手の墓場が10枚以上なら、代わりに8ダメージ。相手の墓場が20枚以上なら、相手のリーダーすべてに8ダメージ。
BP08-029,ファントムアサシン,ロイヤル,フォロワー,暗殺者,1,2,2,【ファンファーレ】自分の墓場の暗殺者・フォロワーが2枚以上なら、これは【攻撃力】+1/【体力】+1して、【必殺】を持つ。
BP08-030,簒奪の狂信者,ロイヤル,フォロワー,絶傑・盗賊・キラー,2,3,2,"【突進】
【ファンファーレ】相手のデッキの上1枚を墓場に置く。その後、相手の墓場が10枚以上なら、自分のデッキの上1枚をEXエリアに置く。"
BP08-031,ウォードッグ,ロイヤル,フォロワー,兵士・獣,2,3,2,【ファンファーレ】自分の場に指揮官・カードがあるなら、相手のリーダーすべてに2ダメージ。
BP08-032,魔銃の傭兵,ロイヤル,フォロワー,傭兵・超克,5,5,4,"【進化】【コスト2】：これは進化する。
【進化】【コスト0】：これは進化する。この能力は自分の場に指揮官・カードがあるなら使える。"
BP08-033,魔銃の傭兵,ロイヤル,フォロワー・エボルヴ,傭兵・超克,-,6,5,【進化時】相手の場のフォロワー1体を選ぶ。それに6ダメージ。
BP08-034,神速の歩法,ロイヤル,スペル,兵士,2,-,-,自分の場のフォロワー1体を選ぶ。それは【攻撃力】+3/【体力】+2して、【突進】を持つ。
BP08-035,スウィート★メドゥーサ,ウィッチ,フォロワー,魔法使い・ゴルゴーン,4,3,4,"【進化】【コスト2】：これは進化する。
自分のターン中、相手のフォロワーが場から墓場に置かれたとき、『毒蛇』1体を出す。
【ファンファーレ】自分のデッキから元のコスト2以下のカード1枚を探し、手札に加える。
―――――――――――――――
『毒蛇』【ナイトメア】魔界・フォロワー【コスト1】【攻撃力】0/【体力】1【必殺】"
